drug_1	drug_2
DB01156	DB06413
DB11672	DB06413
DB01156	DB11672
DB06151	DB00904
DB01128	DB00481
DB00437	DB13919
DB00178	DB00437
DB00480	DB01042
DB00811	DB00987
DB01238	DB00334
DB01601	DB08860
DB01590	DB11800
DB00773	DB06243
DB00019	DB11861
DB00563	DB05679
DB00552	DB00073
DB08895	DB01076
DB06650	DB00480
DB06589	DB00361
DB01234	DB01284
DB01268	DB06589
DB00515	DB02546
DB06809	DB00928
DB04849	DB06287
DB00022	DB00008
DB00112	DB01206
DB01590	DB01006
DB11665	DB01006
DB06292	DB01045
DB00112	DB11746
DB00112	DB04106
DB06233	DB00683
DB00788	DB00669
DB00671	DB00207
DB00531	DB06809
DB00571	DB00860
DB00515	DB12332
DB01590	DB00480
DB00112	DB14897
DB11800	DB00398
DB02546	DB00853
DB05241	DB01006
DB11772	DB01006
DB12854	DB00002
DB00220	DB00441
DB02546	DB01590
DB02546	DB06287
DB00877	DB02546
DB01259	DB00331
DB01259	DB00877
DB09054	DB00073
DB09054	DB06769
DB00291	DB09054
DB06650	DB09054
DB01590	DB09054
DB01073	DB09054
DB05220	DB01229
DB00515	DB06598
DB00860	DB01024
DB06595	DB00928
DB01248	DB05220
DB00503	DB01601
DB00008	DB00709
DB01590	DB01101
DB08875	DB00412
DB01234	DB04977
DB00650	DB00205
DB00421	DB00999
DB00982	DB00530
DB00625	DB00582
DB06603	DB01006
DB00531	DB01229
DB06650	DB06769
DB01183	DB00497
DB00370	DB01104
DB11793	DB00958
DB09073	DB00188
DB00711	DB06602
DB00682	DB01294
DB01238	DB01175
DB11828	DB06287
DB01076	DB01261
DB00996	DB00575
DB04854	DB01394
DB00112	DB11972
DB06813	DB00188
DB00813	DB00598
DB00598	DB00187
DB00813	DB00187
DB00758	DB06209
DB00530	DB12690
DB01590	DB12690
DB00193	DB00230
DB00193	DB00476
DB11698	DB00331
DB01259	DB02546
DB00531	DB04572
DB01042	DB04572
DB00853	DB06186
DB00864	DB00074
DB00864	DB00087
DB00877	DB00074
DB00635	DB06094
DB01409	DB01001
DB00986	DB01001
DB00635	DB00051
DB00480	DB01041
DB01590	DB00073
DB00441	DB12146
DB00112	DB03128
DB00112	DB00325
DB12889	DB01083
DB01590	DB00958
DB01611	DB00441
DB00398	DB09256
DB06813	DB01248
DB00758	DB00338
DB00758	DB00213
DB09263	DB00421
DB00811	DB01294
DB11666	DB00072
DB00851	DB09078
DB11689	DB01101
DB00515	DB00570
DB00295	DB00921
DB00112	DB09078
DB00112	DB05036
DB01259	DB12307
DB01216	DB00820
DB00734	DB01221
DB00947	DB00188
DB09150	DB00441
DB00198	DB05258
DB00099	DB00531
DB00099	DB00188
DB08865	DB01045
DB00758	DB00736
DB00758	DB00448
DB01026	DB08865
DB00990	DB11857
DB13139	DB01001
DB01026	DB01294
DB00196	DB01294
DB08917	DB00016
DB01601	DB00879
DB11666	DB08911
DB08916	DB00641
DB00030	DB01261
DB00717	DB06825
DB00007	DB00624
DB00631	DB06809
DB00947	DB11689
DB00112	DB00851
DB00875	DB00502
DB00788	DB00783
DB00515	DB06589
DB00209	DB01591
DB06285	DB00481
DB00213	DB11656
DB02546	DB06233
DB04845	DB00642
DB00111	DB00098
DB00098	DB00087
DB00635	DB00563
DB00478	DB00198
DB06595	DB00188
DB06403	DB00820
DB00958	DB06824
DB00526	DB06813
DB08931	DB00203
DB09061	DB00470
DB00313	DB00279
DB00673	DB00889
DB00480	DB00398
DB00480	DB00112
DB01590	DB06589
DB01083	DB01105
DB00877	DB00563
DB11817	DB00563
DB11941	DB01124
DB00503	DB11779
DB06151	DB00819
DB00514	DB00313
DB08915	DB00945
DB01050	DB08915
DB12827	DB01248
DB00046	DB09045
DB08911	DB00530
DB08911	DB01248
DB08911	DB00642
DB00635	DB12066
DB00112	DB12882
DB06186	DB00007
DB01590	DB01217
DB01217	DB00530
DB01217	DB00398
DB00910	DB00544
DB12010	DB00661
DB11657	DB00563
DB01390	DB00441
DB00310	DB00264
DB12601	DB01248
DB06287	DB00313
DB00608	DB06608
DB06813	DB00544
DB00351	DB00321
DB15432	DB00073
DB08828	DB00412
DB11857	DB01229
DB11895	DB09055
DB11941	DB00683
DB12090	DB00530
DB00860	DB00959
DB00747	DB00843
DB08916	DB00361
DB00811	DB12139
DB00008	DB12139
DB05154	DB08903
DB00218	DB05154
DB00339	DB08903
DB05154	DB00339
DB11941	DB00642
DB00046	DB00047
DB01217	DB11805
DB06650	DB09053
DB00112	DB06589
DB05186	DB01045
DB00959	DB06273
DB01234	DB06769
DB00531	DB00361
DB11698	DB01132
DB12364	DB01118
DB08911	DB00441
DB00958	DB00544
DB00398	DB01101
DB11841	DB01217
DB06603	DB00073
DB01432	DB08880
DB11663	DB01026
DB00515	DB12925
DB12085	DB01229
DB00491	DB11698
DB00480	DB05036
DB11840	DB12852
DB11840	DB06233
DB09184	DB00472
DB00203	DB06268
DB06268	DB00820
DB12854	DB06186
DB00480	DB00987
DB11911	DB00398
DB05578	DB11911
DB11651	DB01006
DB11666	DB01006
DB00682	DB00227
DB09184	DB01104
DB08916	DB01248
DB08916	DB00441
DB06268	DB01045
DB00503	DB06268
DB12601	DB00002
DB01212	DB00916
DB12180	DB01229
DB09132	DB12407
DB00398	DB00928
DB00008	DB00945
DB08934	DB00811
DB00526	DB00398
DB00758	DB09184
DB09184	DB00277
DB00682	DB09184
DB01590	DB00398
DB00181	DB01151
DB00112	DB02546
DB00877	DB01611
DB00390	DB09184
DB01222	DB06415
DB00476	DB00230
DB00625	DB08864
DB05239	DB08881
DB11881	DB00072
DB00860	DB00207
DB00041	DB00105
DB01590	DB00619
DB09241	DB16024
DB01294	DB00999
DB01294	DB00214
DB01294	DB00661
DB00008	DB00300
DB00625	DB00238
DB05239	DB01129
DB08908	DB00945
DB00177	DB09292
DB12203	DB01235
DB11941	DB00441
DB11941	DB00530
DB11941	DB01248
DB00515	DB11941
DB11941	DB00853
DB00178	DB01294
DB12180	DB01129
DB11689	DB00002
DB08896	DB00412
DB06817	DB08873
DB09302	DB01076
DB04868	DB00619
DB00112	DB12056
DB12240	DB00073
DB00983	DB00938
DB06590	DB09060
DB00331	DB12713
DB06643	DB00005
DB11793	DB00853
DB11881	DB00002
DB00302	DB00367
DB00367	DB00784
DB06233	DB12852
DB12108	DB00947
DB12108	DB01006
DB12108	DB00683
DB01590	DB00675
DB00295	DB00316
DB14822	DB01076
DB14822	DB00641
DB00234	DB00215
DB12015	DB01101
DB01294	DB01241
DB08889	DB06603
DB00112	DB00990
DB01294	DB00641
DB11666	DB00762
DB01008	DB00039
DB00531	DB07232
DB15113	DB00073
DB00750	DB00683
DB06228	DB00199
DB12010	DB01132
DB00682	DB12010
DB01656	DB01001
DB01590	DB06663
DB11698	DB00731
DB00254	DB00002
DB01234	DB09570
DB09073	DB01229
DB06603	DB00987
DB08871	DB01101
DB06176	DB01026
DB06176	DB01045
DB06772	DB00860
DB12155	DB01229
DB00002	DB06287
DB06322	DB01101
DB00977	DB00367
DB11977	DB00002
DB12180	DB01101
DB00331	DB01229
DB12010	DB01045
DB08911	DB08912
DB11811	DB01394
DB00112	DB06809
DB11666	DB00947
DB02546	DB06589
DB00615	DB08903
DB01045	DB08903
DB00653	DB00281
DB06218	DB01202
DB00503	DB06209
DB07101	DB11896
DB00762	DB11896
DB00526	DB00293
DB00112	DB11666
DB00273	DB00331
DB01083	DB00331
DB00203	DB00820
DB06809	DB01262
DB00381	DB00841
DB00390	DB12010
DB08934	DB09102
DB14791	DB00441
DB00851	DB04106
DB00851	DB00105
DB00512	DB00601
DB01076	DB12181
DB00762	DB11958
DB08877	DB12152
DB01073	DB14865
DB00545	DB06262
DB00811	DB11929
DB08889	DB06040
DB08871	DB00958
DB11911	DB00441
DB00398	DB00544
DB00770	DB00559
DB08882	DB00331
DB00877	DB09276
DB00811	DB11077
DB00682	DB06486
DB01268	DB04849
DB00947	DB12001
DB08907	DB01045
DB08916	DB01045
DB12676	DB00642
DB05220	DB00073
DB08915	DB00722
DB06186	DB08881
DB12573	DB00820
DB01045	DB06080
DB08871	DB00072
DB11698	DB01252
DB01242	DB01175
DB01026	DB12289
DB12289	DB01045
DB00683	DB11633
DB01273	DB00184
DB00884	DB01277
DB06809	DB00773
DB00788	DB12289
DB12289	DB00945
DB12483	DB01229
DB00480	DB06769
DB00531	DB06769
DB00388	DB00455
DB00281	DB06774
DB00193	DB06774
DB04951	DB09079
DB00230	DB00899
DB05916	DB00531
DB00724	DB00531
DB00603	DB14126
DB01017	DB01118
DB08860	DB00343
DB08877	DB01101
DB00635	DB08930
DB00091	DB01254
DB01259	DB00958
DB01017	DB00945
DB00990	DB00945
DB01276	DB01132
DB00203	DB00624
DB08877	DB06603
DB01229	DB00445
DB11977	DB09078
DB08934	DB12896
DB08868	DB00215
DB08868	DB00472
DB08868	DB00285
DB00389	DB00550
DB06772	DB00019
DB11663	DB00947
DB12180	DB00947
DB00709	DB00442
DB06589	DB08911
DB01261	DB12713
DB00947	DB08875
DB00728	DB00202
DB01234	DB01076
DB00112	DB01254
DB06772	DB11857
DB11857	DB00642
DB00958	DB11857
DB11857	DB00441
DB12015	DB11967
DB00002	DB11857
DB01394	DB00437
DB00419	DB00073
DB01590	DB04326
DB06589	DB00072
DB13877	DB01229
DB00530	DB11746
DB14943	DB00683
DB01222	DB00983
DB14473	DB00025
DB00370	DB00715
DB00437	DB06372
DB09184	DB01211
DB00630	DB00624
DB00515	DB11741
DB00105	DB00188
DB00207	DB02948
DB13732	DB00806
DB00278	DB00009
DB00254	DB11963
DB00530	DB06075
DB01409	DB12248
DB04573	DB00717
DB12530	DB06769
DB08934	DB06290
DB00333	DB08930
DB08930	DB08864
DB11666	DB00619
DB00112	DB01017
DB06589	DB12200
DB00317	DB00642
DB01098	DB00758
DB01590	DB11666
DB00338	DB08873
DB12152	DB00441
DB12180	DB01026
DB01590	DB01024
DB00264	DB08893
DB01151	DB08893
DB01234	DB09053
DB00958	DB00928
DB00016	DB08894
DB01400	DB00986
DB00864	DB06290
DB00091	DB06290
DB01388	DB00853
DB05928	DB00990
DB00633	DB00425
DB00220	DB00515
DB00708	DB00297
DB00296	DB00996
DB08893	DB00706
DB00515	DB09074
DB11560	DB00437
DB00213	DB06695
DB01611	DB01101
DB00091	DB11633
DB14905	DB01229
DB00243	DB00222
DB00222	DB01076
DB11651	DB01229
DB00633	DB00640
DB00112	DB08881
DB00022	DB06186
DB00112	DB05374
DB01254	DB01262
DB00398	DB12363
DB00098	DB01073
DB00355	DB00512
DB01137	DB14895
DB00196	DB00582
DB01327	DB01211
DB00091	DB08816
DB04835	DB00300
DB00300	DB00879
DB04835	DB00879
DB00012	DB00910
DB01590	DB11651
DB01590	DB01611
DB04854	DB11560
DB00222	DB06655
DB01204	DB00242
DB01050	DB00465
DB00060	DB11672
DB01268	DB06287
DB00762	DB00398
DB00177	DB01115
DB09053	DB00073
DB01026	DB09049
DB00243	DB04855
DB00002	DB08881
DB01229	DB12978
DB08871	DB00531
DB05928	DB00947
DB00300	DB00709
DB00331	DB06287
DB00986	DB05039
DB08816	DB06209
DB00526	DB09256
DB01045	DB09049
DB01216	DB00706
DB00864	DB11633
DB00635	DB00244
DB00877	DB08828
DB00863	DB05294
DB00338	DB05294
DB09071	DB00176
DB06589	DB00958
DB00020	DB00928
DB11718	DB11967
DB05294	DB00683
DB00571	DB00394
DB11978	DB01262
DB11978	DB00987
DB00243	DB00331
DB06589	DB08865
DB00381	DB00343
DB08865	DB00736
DB00041	DB01611
DB00331	DB05294
DB05812	DB12056
DB01234	DB00099
DB11708	DB00563
DB00497	DB00704
DB00695	DB00214
DB00333	DB00921
DB12047	DB00947
DB01156	DB00184
DB00207	DB11061
DB00331	DB00641
DB00390	DB05294
DB05239	DB11743
DB12205	DB11967
DB06650	DB00291
DB08930	DB08873
DB05521	DB08930
DB00916	DB00993
DB00916	DB00051
DB00112	DB06322
DB00474	DB01221
DB05259	DB00073
DB00650	DB11666
DB05154	DB01045
DB05154	DB00625
DB11666	DB01229
DB12019	DB01101
DB08875	DB05812
DB06643	DB11866
DB00489	DB01118
DB01111	DB01045
DB09071	DB00898
DB00563	DB00307
DB00959	DB00736
DB01590	DB05294
DB11911	DB01206
DB00390	DB11633
DB00333	DB11633
DB00668	DB00297
DB08871	DB00398
DB00853	DB04967
DB00788	DB00924
DB01265	DB14126
DB00773	DB01101
DB01101	DB07232
DB00208	DB00945
DB00898	DB14971
DB11666	DB01269
DB01183	DB00470
DB00531	DB00188
DB08877	DB00990
DB00531	DB00762
DB01590	DB08881
DB06287	DB08881
DB01233	DB00465
DB00990	DB08899
DB01217	DB08899
DB00947	DB08899
DB08828	DB00853
DB01248	DB00644
DB11717	DB06186
DB00990	DB06233
DB00997	DB14793
DB11942	DB00316
DB00470	DB00316
DB00034	DB00073
DB06288	DB00334
DB11840	DB00762
DB00507	DB00198
DB11791	DB00317
DB11698	DB00695
DB00884	DB06285
DB01097	DB08881
DB00650	DB12200
DB00783	DB00367
DB00286	DB06702
DB00747	DB01221
DB12015	DB11881
DB00615	DB08864
DB12601	DB08881
DB06237	DB00727
DB00811	DB09102
DB01076	DB00583
DB09065	DB01264
DB00898	DB14009
DB00635	DB00471
DB00284	DB00331
DB00331	DB09045
DB01026	DB09053
DB09102	DB06290
DB09102	DB11966
DB05487	DB01248
DB11913	DB00441
DB00112	DB11595
DB01045	DB09038
DB01032	DB09038
DB05136	DB01101
DB14793	DB00987
DB05521	DB00564
DB05521	DB00252
DB01076	DB11633
DB02638	DB00368
DB09071	DB01026
DB09071	DB01045
DB06589	DB05220
DB06817	DB01264
DB00631	DB01008
DB01254	DB08865
DB00480	DB09054
DB00633	DB01221
DB05271	DB01235
DB08916	DB00072
DB00530	DB00331
DB00514	DB11633
DB00650	DB01254
DB01306	DB06655
DB06213	DB06705
DB11077	DB06480
DB01045	DB05812
DB00947	DB12167
DB00683	DB12167
DB00331	DB00316
DB00930	DB00316
DB08873	DB06210
DB05521	DB06210
DB00682	DB11633
DB01026	DB11633
DB01126	DB00706
DB11974	DB00990
DB06328	DB01073
DB01248	DB09079
DB00358	DB09274
DB00515	DB00997
DB09039	DB00264
DB01076	DB08860
DB01098	DB08860
DB01601	DB11633
DB00515	DB00112
DB00254	DB00256
DB06292	DB06335
DB08875	DB00441
DB00390	DB08893
DB00947	DB11828
DB00515	DB09256
DB15118	DB00399
DB00331	DB09038
DB06699	DB01128
DB01083	DB05678
DB01276	DB06655
DB12021	DB09037
DB01590	DB15352
DB00338	DB00083
DB09119	DB00776
DB00331	DB00882
DB01026	DB09079
DB08915	DB01045
DB12550	DB00448
DB12010	DB00863
DB11581	DB00073
DB09073	DB01006
DB11820	DB06243
DB00860	DB05812
DB00331	DB00367
DB00334	DB00472
DB06287	DB00398
DB00067	DB00818
DB00067	DB01236
DB14726	DB01294
DB01282	DB00107
DB06290	DB00641
DB01076	DB06290
DB01042	DB08889
DB01030	DB07232
DB11808	DB00338
DB00635	DB12050
DB00625	DB08860
DB00958	DB11918
DB01234	DB12755
DB05928	DB00176
DB08915	DB00390
DB00633	DB01236
DB04868	DB08877
DB00740	DB01104
DB05578	DB01248
DB00390	DB00176
DB15372	DB01101
DB00112	DB15372
DB00584	DB00112
DB11683	DB00683
DB01026	DB08910
DB00564	DB08910
DB12205	DB12015
DB00294	DB00783
DB01357	DB00294
DB09066	DB09126
DB00454	DB00683
DB00515	DB01259
DB00635	DB11633
DB00480	DB00908
DB00087	DB00039
DB00559	DB01088
DB08828	DB00441
DB00390	DB08907
DB01255	DB00472
DB09035	DB06049
DB05928	DB01590
DB00335	DB09026
DB00196	DB01099
DB00811	DB11575
DB06589	DB00002
DB11575	DB11574
DB08907	DB00091
DB00742	DB00741
DB00002	DB11718
DB00331	DB08864
DB01327	DB00207
DB00987	DB12062
DB01212	DB00303
DB00099	DB00987
DB09302	DB01039
DB09302	DB00973
DB01098	DB12010
DB12010	DB00641
DB00530	DB11800
DB01276	DB11895
DB08915	DB00331
DB00813	DB00292
DB08639	DB01110
DB01268	DB06791
DB00760	DB01111
DB01406	DB08877
DB00480	DB11764
DB08907	DB01016
DB00213	DB00338
DB11655	DB01241
DB00515	DB11963
DB00995	DB00877
DB00650	DB00563
DB06176	DB08889
DB12814	DB00811
DB08911	DB00544
DB01248	DB06138
DB00394	DB13867
DB00758	DB08816
DB00727	DB01001
DB11891	DB00073
DB00758	DB00178
DB00490	DB00624
DB01268	DB00683
DB11764	DB00073
DB00480	DB11850
DB08895	DB00563
DB08893	DB01591
DB08910	DB01211
DB08885	DB00460
DB06091	DB00441
DB04465	DB00983
DB00813	DB00633
DB11843	DB01221
DB00650	DB08885
DB00813	DB00704
DB06186	DB06049
DB00480	DB06186
DB01098	DB06311
DB08881	DB14865
DB06176	DB00480
DB09073	DB00683
DB02703	DB01045
DB00498	DB00682
DB09074	DB00002
DB00296	DB00668
DB06724	DB08930
DB08930	DB14491
DB01045	DB09053
DB01217	DB00007
DB06309	DB00441
DB00370	DB01175
DB00563	DB11767
DB01045	DB08881
DB00390	DB08881
DB08816	DB06441
DB06186	DB08912
DB05154	DB00683
DB09280	DB08820
DB00222	DB09045
DB01045	DB09079
DB08828	DB01129
DB08828	DB00196
DB08828	DB01167
DB01167	DB12062
DB09063	DB11881
DB12712	DB01195
DB01269	DB12155
DB12155	DB01101
DB00002	DB12155
DB09043	DB13100
DB00608	DB00441
DB11718	DB11730
DB00907	DB00745
DB01229	DB12282
DB00898	DB11895
DB00682	DB01109
DB00818	DB01233
DB11967	DB11730
DB00112	DB11890
DB11689	DB00642
DB11808	DB06817
DB01294	DB00582
DB00331	DB12412
DB08877	DB00928
DB06813	DB11596
DB00238	DB00367
DB00625	DB00367
DB00853	DB12978
DB00388	DB11815
DB00292	DB00959
DB00813	DB00281
DB01234	DB11581
DB11808	DB01167
DB00331	DB01248
DB12121	DB09054
DB12047	DB01248
DB01204	DB00987
DB11363	DB00530
DB00213	DB00688
DB00213	DB01024
DB12369	DB11967
DB09075	DB00945
DB05255	DB06809
DB01072	DB15193
DB00724	DB00441
DB12296	DB01229
DB06674	DB00065
DB06688	DB06186
DB09274	DB00468
DB08934	DB09027
DB00381	DB13919
DB00310	DB00966
DB09150	DB00059
DB00899	DB01236
DB00569	DB00945
DB01017	DB01221
DB00877	DB11633
DB12660	DB06290
DB12660	DB00503
DB12660	DB00338
DB08916	DB00836
DB12108	DB01167
DB12108	DB01045
DB00331	DB11992
DB11759	DB00928
DB00295	DB00813
DB01032	DB00369
DB09136	DB16024
DB11964	DB00736
DB08907	DB00641
DB00675	DB09073
DB00650	DB00678
DB00331	DB01016
DB08877	DB00441
DB12253	DB09073
DB00728	DB00187
DB01029	DB12412
DB00682	DB11655
DB08934	DB11613
DB06186	DB01229
DB00186	DB01069
DB08930	DB11758
DB11782	DB00928
DB05812	DB12340
DB09298	DB01248
DB00222	DB12491
DB01115	DB00966
DB00787	DB00188
DB00490	DB00454
DB00811	DB01611
DB11800	DB00441
DB01270	DB00009
DB08881	DB08875
DB09065	DB01072
DB00951	DB06186
DB14939	DB00987
DB05015	DB00541
DB00515	DB00019
DB00997	DB00398
DB05521	DB00715
DB00381	DB06817
DB01076	DB00966
DB01204	DB00631
DB00605	DB00987
DB00305	DB01101
DB08885	DB01101
DB01045	DB05220
DB05220	DB00736
DB08881	DB00697
DB11641	DB00398
DB01261	DB00047
DB06595	DB01262
DB00006	DB01249
DB09313	DB00006
DB00331	DB00987
DB00575	DB01183
DB08881	DB01418
DB06441	DB06209
DB00343	DB06311
DB11256	DB00422
DB09020	DB09287
DB00041	DB06186
DB00708	DB01002
DB00959	DB00688
DB00990	DB11730
DB09074	DB00853
DB00987	DB00541
DB00530	DB11967
DB00390	DB11817
DB00030	DB11815
DB12108	DB01229
DB12108	DB01248
DB00030	DB04876
DB01234	DB00441
DB11759	DB00441
DB11759	DB01248
DB06699	DB00624
DB08813	DB01109
DB01076	DB12000
DB01098	DB12000
DB01222	DB00959
DB00022	DB04868
DB00479	DB01327
DB00512	DB00479
DB01234	DB05812
DB00877	DB00928
DB00429	DB00107
DB01320	DB01068
DB01166	DB00641
DB01166	DB01098
DB00990	DB12015
DB12015	DB01006
DB00275	DB00381
DB00073	DB11952
DB11730	DB01006
DB04951	DB11914
DB00683	DB06311
DB05223	DB00928
DB01137	DB01147
DB12005	DB01248
DB01190	DB00301
DB01043	DB01175
DB06292	DB08907
DB01234	DB00059
DB01590	DB00864
DB00993	DB00065
DB00515	DB12172
DB08828	DB00987
DB00905	DB11075
DB11560	DB00328
DB00788	DB11560
DB00331	DB11633
DB00563	DB11633
DB04868	DB00570
DB00818	DB00187
DB11800	DB08899
DB12566	DB00959
DB00635	DB12566
DB00390	DB01101
DB09146	DB00016
DB09211	DB00230
DB00635	DB01656
DB00186	DB00273
DB09150	DB09148
DB01101	DB06769
DB12874	DB00928
DB11999	DB01262
DB00860	DB00043
DB00762	DB11918
DB00398	DB11746
DB00390	DB11655
DB00313	DB01101
DB00828	DB00080
DB00530	DB11849
DB00295	DB01221
DB00818	DB00683
DB01263	DB12325
DB00722	DB00264
DB00988	DB00695
DB00820	DB00441
DB00860	DB06372
DB01030	DB06263
DB00297	DB00620
DB13144	DB01042
DB00822	DB00853
DB00474	DB00202
DB01248	DB12056
DB12882	DB01248
DB00683	DB00586
DB07232	DB00441
DB11655	DB01045
DB00531	DB00020
DB01045	DB11817
DB00515	DB00531
DB11666	DB01248
DB00968	DB00653
DB11791	DB00530
DB01238	DB00745
DB00734	DB00745
DB01167	DB08899
DB08899	DB01241
DB11999	DB00928
DB01294	DB08908
DB00295	DB00708
DB00654	DB13122
DB00654	DB00373
DB01109	DB00945
DB00515	DB15275
DB00177	DB01098
DB09257	DB00112
DB00063	DB08816
DB00294	DB00834
DB11896	DB11963
DB00515	DB11896
DB01248	DB11896
DB01098	DB09279
DB00512	DB00607
DB00196	DB11817
DB01026	DB11817
DB11817	DB00338
DB12146	DB00928
DB01269	DB11967
DB12015	DB11886
DB01050	DB00201
DB00308	DB00396
DB00633	DB01002
DB05239	DB01167
DB00762	DB00331
DB11666	DB01206
DB11666	DB00958
DB01259	DB06772
DB00503	DB00625
DB00514	DB01261
DB00709	DB00945
DB11817	DB01032
DB00899	DB01189
DB00654	DB01194
DB00990	DB01294
DB01294	DB01229
DB00829	DB00568
DB00335	DB00612
DB00860	DB06802
DB06802	DB06781
DB11646	DB11782
DB11363	DB01045
DB08889	DB00762
DB00947	DB09073
DB01156	DB01238
DB01126	DB00820
DB00899	DB01221
DB06176	DB06813
DB00254	DB01029
DB00502	DB00186
DB01141	DB00196
DB01141	DB01222
DB01141	DB00582
DB12674	DB00441
DB01086	DB09009
DB01229	DB12734
DB00059	DB00694
DB15368	DB00441
DB12956	DB01248
DB01248	DB05812
DB12062	DB00928
DB01294	DB11808
DB00333	DB01174
DB00175	DB11655
DB06736	DB12092
DB11828	DB00002
DB11817	DB00641
DB00531	DB00990
DB00668	DB00281
DB00668	DB00302
DB01225	DB00945
DB01234	DB00198
DB00564	DB08930
DB00091	DB11817
DB01026	DB11581
DB11581	DB01045
DB12674	DB00997
DB00653	DB06206
DB00002	DB08896
DB08881	DB11746
DB05239	DB11746
DB00811	DB09027
DB11771	DB11714
DB00945	DB03756
DB00853	DB06809
DB06643	DB12173
DB06817	DB00215
DB00758	DB06441
DB00515	DB12674
DB01076	DB00331
DB08935	DB09054
DB11560	DB06724
DB15133	DB00317
DB01221	DB00281
DB11652	DB05773
DB01263	DB11363
DB00853	DB00642
DB05239	DB12142
DB00650	DB12676
DB00571	DB00745
DB05239	DB11595
DB06699	DB08899
DB01095	DB12485
DB00760	DB09099
DB00947	DB12218
DB05767	DB01101
DB14955	DB03819
DB00958	DB15400
DB00700	DB00381
DB06176	DB00928
DB00530	DB06186
DB08865	DB06186
DB00515	DB01143
DB00921	DB00704
DB00181	DB01043
DB12062	DB01262
DB00099	DB00814
DB00331	DB00441
DB00254	DB00711
DB06699	DB01006
DB00877	DB12047
DB14276	DB00945
DB14336	DB00945
DB06186	DB00020
DB06210	DB01262
DB09035	DB01254
DB12047	DB01229
DB00834	DB08899
DB11850	DB09053
DB00530	DB11595
DB11363	DB11595
DB00292	DB00683
DB00582	DB12141
DB12141	DB00683
DB00567	DB12141
DB06589	DB09037
DB08820	DB00537
DB00254	DB01586
DB00864	DB11808
DB00091	DB11808
DB09214	DB00316
DB12154	DB14867
DB11830	DB00928
DB12426	DB00683
DB02300	DB00544
DB01045	DB01211
DB06699	DB06186
DB08916	DB00002
DB06144	DB00734
DB00802	DB00683
DB00682	DB00945
DB07101	DB09073
DB11363	DB00736
DB08896	DB12155
DB00762	DB12155
DB00441	DB11737
DB00316	DB06725
DB11652	DB00072
DB11652	DB01101
DB09143	DB01248
DB00091	DB00873
DB11560	DB00331
DB11560	DB00695
DB00853	DB01076
DB00813	DB00899
DB00073	DB14857
DB06186	DB06603
DB00530	DB12307
DB00296	DB00708
DB00254	DB00537
DB01129	DB11739
DB00736	DB11739
DB11978	DB00928
DB04835	DB14126
DB11771	DB00317
DB08877	DB01229
DB00899	DB00611
DB11793	DB00762
DB00295	DB00083
DB00295	DB00297
DB06772	DB01248
DB01294	DB01167
DB00602	DB00898
DB11689	DB01045
DB00621	DB09146
DB00201	DB01364
DB00531	DB12568
DB12637	DB05812
DB04878	DB00331
DB00990	DB11836
DB00947	DB11836
DB00633	DB00297
DB08881	DB00459
DB00218	DB08932
DB12015	DB01229
DB08912	DB08881
DB12827	DB00853
DB00563	DB00002
DB00338	DB00950
DB00072	DB12001
DB12001	DB01006
DB00990	DB12001
DB01217	DB12001
DB00675	DB12001
DB11627	DB00630
DB01229	DB06075
DB08899	DB00007
DB00091	DB00603
DB01577	DB00494
DB09035	DB14851
DB09035	DB09331
DB08911	DB09073
DB15173	DB01167
DB08877	DB00072
DB09132	DB00743
DB00682	DB01225
DB00947	DB00014
DB12827	DB09037
DB09035	DB12827
DB12827	DB06186
DB00811	DB01262
DB08877	DB01262
DB01590	DB12015
DB01261	DB06655
DB12001	DB12167
DB00441	DB12001
DB12001	DB00642
DB12001	DB09037
DB05578	DB12001
DB00530	DB00277
DB01076	DB08827
DB01211	DB00343
DB01076	DB00945
DB05578	DB11849
DB09102	DB08930
DB01098	DB08874
DB00987	DB01262
DB00281	DB00620
DB00783	DB00378
DB00317	DB11714
DB01248	DB13145
DB00947	DB11730
DB00331	DB00731
DB00296	DB00316
DB00072	DB08899
DB09074	DB00675
DB09074	DB01217
DB09074	DB01006
DB11853	DB01076
DB11853	DB00196
DB11689	DB01167
DB00196	DB11689
DB00316	DB00706
DB08893	DB00316
DB01248	DB11672
DB00762	DB08896
DB12060	DB00762
DB01380	DB14545
DB00539	DB00675
DB00264	DB12163
DB00673	DB00334
DB01045	DB00080
DB00502	DB01075
DB00235	DB00187
DB01030	DB13062
DB00982	DB00020
DB01098	DB14831
DB04398	DB00184
DB14726	DB06616
DB01234	DB00526
DB06335	DB01276
DB11901	DB01590
DB01098	DB08896
DB00390	DB08896
DB00515	DB12146
DB00198	DB00482
DB13295	DB01400
DB11680	DB00987
DB01294	DB00331
DB06819	DB03793
DB00753	DB01236
DB00022	DB09037
DB00515	DB11666
DB08916	DB01006
DB01095	DB00482
DB11841	DB00947
DB00668	DB00328
DB00635	DB01220
DB00531	DB16348
DB12001	DB01211
DB00668	DB00368
DB00067	DB00388
DB00656	DB00734
DB05223	DB01167
DB05223	DB00537
DB08877	DB08896
DB08871	DB01590
DB09149	DB15161
DB12008	DB12167
DB00642	DB12008
DB00002	DB12303
DB01590	DB08899
DB11633	DB00736
DB05119	DB01167
DB05109	DB00997
DB01109	DB00009
DB00958	DB01132
DB06626	DB09037
DB00959	DB00108
