node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
C0149925	3642	indication	protein	Small Cell Carcinoma Of Lung	INSM1
C0017181	3930	indication	protein	Gastrointestinal Hemorrhage	LBR
C0231528	3930	indication	protein	muscle pain	LBR
C0032914	3930	indication	protein	Pre-Eclampsia	LBR
C0017168	3930	indication	protein	gastroesophageal reflux disease (GERD)	LBR
C0018834	3930	indication	protein	heartburn	LBR
C0023892	3930	indication	protein	Biliary Cirrhosis	LBR
C0008312	3930	indication	protein	Primary Biliary Cirrhosis	LBR
C0037299	3930	indication	protein	skin ulcer	LBR
C0015672	3930	indication	protein	fatigue	LBR
C0015230	3930	indication	protein	Exanthema	LBR
C0003864	3930	indication	protein	Arthritis	LBR
C0015967	3930	indication	protein	fever	LBR
C0022575	3930	indication	protein	Keratoconjunctivitis Sicca	LBR
C0011644	3930	indication	protein	scleroderma	LBR
C0032227	3930	indication	protein	Pleural Effusion Disorder	LBR
C0043352	3930	indication	protein	Xerostomia	LBR
C0033774	3930	indication	protein	Pruritus	LBR
C0013238	3930	indication	protein	dry eye syndrome	LBR
C0032460	23162	indication	protein	Polycystic Ovary Syndrome	MAPK8IP3
C0030297	598	indication	protein	Pancreatic Neoplasm	BCL2L1
C0027051	598	indication	protein	Myocardial Infarction	BCL2L1
C0242350	598	indication	protein	erectile dysfunction	BCL2L1
C0011860	598	indication	protein	Diabetes Mellitus, Non-Insulin-Dependent	BCL2L1
C0026764	598	indication	protein	multiple myeloma	BCL2L1
C0010417	598	indication	protein	Cryptorchidism	BCL2L1
C0001430	598	indication	protein	Adenoma	BCL2L1
C0018671	598	indication	protein	Head And Neck Neoplasms	BCL2L1
C0024121	598	indication	protein	Lung Neoplasms	BCL2L1
C0007131	57099	indication	protein	Non-Small Cell Lung Carcinoma	AVEN
C0033578	664	indication	protein	Prostatic Neoplasms	BNIP3
C0026764	664	indication	protein	multiple myeloma	BNIP3
C0038356	664	indication	protein	Stomach Neoplasms	BNIP3
C0151744	6252	indication	protein	Myocardial Ischemia	RTN1
C0027051	581	indication	protein	Myocardial Infarction	BAX
C0022116	581	indication	protein	Ischemia	BAX
C0033578	581	indication	protein	Prostatic Neoplasms	BAX
C0009375	581	indication	protein	Colonic Neoplasms	BAX
C0021364	581	indication	protein	Male Infertility	BAX
C0014859	581	indication	protein	Esophageal Neoplasms	BAX
C0079773	581	indication	protein	cutaneous T-cell lymphoma (CTCL)	BAX
C0032460	581	indication	protein	Polycystic Ovary Syndrome	BAX
C0003873	597	indication	protein	rheumatoid arthritis	BCL2A1
C1458155	597	indication	protein	Mammary Neoplasms	BCL2A1
C0014859	597	indication	protein	Esophageal Neoplasms	BCL2A1
C0027051	19	indication	protein	Myocardial Infarction	ABCA1
C0002871	19	indication	protein	anemia	ABCA1
C0745103	19	indication	protein	Hyperlipoproteinemia Type Iia	ABCA1
C0031117	19	indication	protein	peripheral neuropathy	ABCA1
C0036341	19	indication	protein	schizophrenia	ABCA1
C0022661	19	indication	protein	chronic renal failure	ABCA1
C0259817	19	indication	protein	Xerosis	ABCA1
C0020443	19	indication	protein	hypercholesterolemia	ABCA1
C0020445	19	indication	protein	Hypercholesterolemia, Familial	ABCA1
C0004153	19	indication	protein	atherosclerosis	ABCA1
C0473527	19	indication	protein	Hypoalphalipoproteinemias	ABCA1
C0009404	19	indication	protein	Colorectal Neoplasms	ABCA1
C0221260	19	indication	protein	Dystrophia Unguium	ABCA1
C0000737	19	indication	protein	abdominal pain	ABCA1
C0027627	8772	indication	protein	Neoplasm Metastasis	FADD
C0014544	8772	indication	protein	epilepsy	FADD
C0036572	8772	indication	protein	seizures	FADD
C0025202	1740	indication	protein	melanoma	DLG2
C0005586	1740	indication	protein	bipolar disorder	DLG2
C0036341	1740	indication	protein	schizophrenia	DLG2
C1269683	1740	indication	protein	Major Depressive Disorder	DLG2
C0011581	6908	indication	protein	Depressive disorder	TBP
C0013421	6908	indication	protein	dystonia	TBP
C0036341	6908	indication	protein	schizophrenia	TBP
C0242422	6908	indication	protein	Parkinsonian Disorders	TBP
C0014544	6908	indication	protein	epilepsy	TBP
C0008489	6908	indication	protein	Chorea	TBP
C0042024	6908	indication	protein	urinary incontinence	TBP
C0036572	6908	indication	protein	seizures	TBP
C0011581	5144	indication	protein	Depressive disorder	PDE4D
C0004096	5144	indication	protein	asthma	PDE4D
C0031117	5144	indication	protein	peripheral neuropathy	PDE4D
C0036341	5144	indication	protein	schizophrenia	PDE4D
C0151740	5144	indication	protein	Intracranial Hypertension	PDE4D
C0033578	5144	indication	protein	Prostatic Neoplasms	PDE4D
C0085681	5144	indication	protein	Hyperphosphatemia	PDE4D
C0020598	5144	indication	protein	hypocalcemia	PDE4D
C0010417	5144	indication	protein	Cryptorchidism	PDE4D
C0020619	5144	indication	protein	hypogonadism	PDE4D
C0033806	5144	indication	protein	Pseudohypoparathyroidism	PDE4D
C0004352	5144	indication	protein	Autistic Disorder	PDE4D
C0011849	5144	indication	protein	diabetes mellitus	PDE4D
C0010308	5144	indication	protein	Congenital Hypothyroidism	PDE4D
C0038454	5144	indication	protein	stroke	PDE4D
C0028754	5144	indication	protein	obesity	PDE4D
C0009324	3172	indication	protein	ulcerative colitis	HNF4A
C0011860	3172	indication	protein	Diabetes Mellitus, Non-Insulin-Dependent	HNF4A
C0085631	3172	indication	protein	Agitation	HNF4A
C0042963	3172	indication	protein	vomiting	HNF4A
C0040822	3172	indication	protein	tremors	HNF4A
C0035579	3172	indication	protein	rickets	HNF4A
C0011991	3172	indication	protein	diarrhea	HNF4A
C0013144	3172	indication	protein	drowsiness	HNF4A
C0015672	3172	indication	protein	fatigue	HNF4A
C0011849	3172	indication	protein	diabetes mellitus	HNF4A
C0014544	3172	indication	protein	epilepsy	HNF4A
C0020615	3172	indication	protein	hypoglycemia	HNF4A
C0036572	3172	indication	protein	seizures	HNF4A
C0022593	4780	indication	protein	keratosis	NFE2L2
C0887833	4780	indication	protein	Carcinoma, Pancreatic Ductal	NFE2L2
C0085215	4780	indication	protein	Ovarian Failure, Premature	NFE2L2
C0034069	4780	indication	protein	Pulmonary Fibrosis	NFE2L2
C0007137	4780	indication	protein	squamous cell carcinoma	NFE2L2
C0037286	4780	indication	protein	Skin Neoplasms	NFE2L2
C0007131	4780	indication	protein	Non-Small Cell Lung Carcinoma	NFE2L2
C0033578	4780	indication	protein	Prostatic Neoplasms	NFE2L2
C0162820	4780	indication	protein	Dermatitis, Allergic Contact	NFE2L2
C0014170	4780	indication	protein	Endometrial Neoplasms	NFE2L2
C0020456	4780	indication	protein	hyperglycemia	NFE2L2
C2239176	4780	indication	protein	hepatocellular carcinoma (HCC)	NFE2L2
C0042900	326	indication	protein	vitiligo	AIRE
C0002170	326	indication	protein	Alopecia	AIRE
C0002871	326	indication	protein	anemia	AIRE
C0020626	326	indication	protein	hypoparathyroidism	AIRE
C0037286	326	indication	protein	Skin Neoplasms	AIRE
C0011991	326	indication	protein	diarrhea	AIRE
C0271578	326	indication	protein	Female Hypogonadism Syndrome	AIRE
C0011854	326	indication	protein	Diabetes Mellitus, Insulin-Dependent	AIRE
C0004364	326	indication	protein	Autoimmune Diseases	AIRE
C0022573	326	indication	protein	Keratoconjunctivitis	AIRE
C0008350	326	indication	protein	gallstones	AIRE
C0036341	84687	indication	protein	schizophrenia	PPP1R9B
C0037199	84687	indication	protein	sinusitis	PPP1R9B
C0030297	1029	indication	protein	Pancreatic Neoplasm	CDKN2A
C0281361	1029	indication	protein	Adenocarcinoma Pancreas	CDKN2A
C0887833	1029	indication	protein	Carcinoma, Pancreatic Ductal	CDKN2A
C0025202	1029	indication	protein	melanoma	CDKN2A
C0025500	1029	indication	protein	mesothelioma	CDKN2A
C0011581	1029	indication	protein	Depressive disorder	CDKN2A
C0006118	1029	indication	protein	Brain Neoplasms	CDKN2A
C0017638	1029	indication	protein	Glioma	CDKN2A
C0001418	1029	indication	protein	Adenocarcinoma	CDKN2A
C0079744	1029	indication	protein	Diffuse Large B-Cell Lymphoma	CDKN2A
C0031117	1029	indication	protein	peripheral neuropathy	CDKN2A
C1261473	1029	indication	protein	Sarcoma	CDKN2A
C0017601	1029	indication	protein	glaucoma	CDKN2A
C0596263	1029	indication	protein	Carcinogenesis	CDKN2A
C0007137	1029	indication	protein	squamous cell carcinoma	CDKN2A
C0007131	1029	indication	protein	Non-Small Cell Lung Carcinoma	CDKN2A
C0027819	1029	indication	protein	neuroblastoma	CDKN2A
C1168401	1029	indication	protein	head and neck squamous cell carcinoma (HNSCC)	CDKN2A
C0036920	1029	indication	protein	Sezary Syndrome	CDKN2A
C0206686	1029	indication	protein	adrenal cortical carcinoma	CDKN2A
C0259817	1029	indication	protein	Xerosis	CDKN2A
C0026764	1029	indication	protein	multiple myeloma	CDKN2A
C1458155	1029	indication	protein	Mammary Neoplasms	CDKN2A
C0014859	1029	indication	protein	Esophageal Neoplasms	CDKN2A
C0079773	1029	indication	protein	cutaneous T-cell lymphoma (CTCL)	CDKN2A
C1269683	1029	indication	protein	Major Depressive Disorder	CDKN2A
C0004114	1029	indication	protein	astrocytoma	CDKN2A
C0024299	1029	indication	protein	Lymphoma	CDKN2A
C2239176	1029	indication	protein	hepatocellular carcinoma (HCC)	CDKN2A
C0038356	1029	indication	protein	Stomach Neoplasms	CDKN2A
C0024121	1029	indication	protein	Lung Neoplasms	CDKN2A
C0011991	3718	indication	protein	diarrhea	JAK3
C0025289	3718	indication	protein	meningitis	JAK3
C0032285	3718	indication	protein	pneumonia	JAK3
C0001418	6776	indication	protein	Adenocarcinoma	STAT5A
C0151744	6776	indication	protein	Myocardial Ischemia	STAT5A
C1458155	6776	indication	protein	Mammary Neoplasms	STAT5A
C0024121	6776	indication	protein	Lung Neoplasms	STAT5A
C0022548	1984	indication	protein	Keloid	EIF5A
C1260899	6125	indication	protein	Anemia, Diamond-Blackfan	RPL5
C0029927	6125	indication	protein	cystic ovaries	RPL5
C0003811	6125	indication	protein	Cardiac Arrhythmia	RPL5
C0034012	6125	indication	protein	Delayed Puberty	RPL5
C0015672	6125	indication	protein	fatigue	RPL5
C0149931	6125	indication	protein	Migraine Disorders	RPL5
C1961099	6125	indication	protein	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	RPL5
C0011581	7088	indication	protein	Depressive disorder	TLE1
C0024115	3170	indication	protein	Lung diseases	FOXA2
C0020517	3572	indication	protein	Hypersensitivity	IL6ST
C0151744	3572	indication	protein	Myocardial Ischemia	IL6ST
C0003873	3572	indication	protein	rheumatoid arthritis	IL6ST
C0919267	3572	indication	protein	Ovarian Neoplasm	IL6ST
C0032285	3572	indication	protein	pneumonia	IL6ST
C0009404	3572	indication	protein	Colorectal Neoplasms	IL6ST
C0010417	1855	indication	protein	Cryptorchidism	DVL1
C1458155	1063	indication	protein	Mammary Neoplasms	CENPF
C0011334	7290	indication	protein	cavities	HIRA
C0009806	7290	indication	protein	constipation	HIRA
C0231528	7290	indication	protein	muscle pain	HIRA
C0020626	7290	indication	protein	hypoparathyroidism	HIRA
C0020598	7290	indication	protein	hypocalcemia	HIRA
C0021051	7290	indication	protein	Immunologic Deficiency Syndromes	HIRA
C0702166	7290	indication	protein	Acne	HIRA
C0039621	7290	indication	protein	tetany	HIRA
C0036508	7290	indication	protein	seborrheic dermatitis	HIRA
C0039685	7290	indication	protein	Tetralogy of Fallot	HIRA
C1263846	7290	indication	protein	attention-deficit/hyperactivity disorder (ADHD)	HIRA
C0020542	27247	indication	protein	Pulmonary Hypertension	NFU1
C2973725	27247	indication	protein	pulmonary arterial hypertension (PAH)	NFU1
C1458155	1825	indication	protein	Mammary Neoplasms	DSC3
C0015371	6310	indication	protein	Extrapyramidal Disorders	ATXN1
C0026838	6310	indication	protein	Muscle Spasticity	ATXN1
C0087012	6310	indication	protein	spinocerebellar ataxia	ATXN1
C0008489	6310	indication	protein	Chorea	ATXN1
C0038379	9409	indication	protein	Strabismus	PEX16
C0001403	9409	indication	protein	Addison's disease	PEX16
C0043459	9409	indication	protein	Zellweger syndrome	PEX16
C0151526	9409	indication	protein	Premature Birth	PEX16
C0233315	9409	indication	protein	Premature Birth Of Newborn	PEX16
C0026650	9409	indication	protein	Movement Disorders	PEX16
C0405580	9409	indication	protein	Adrenal Cortical Hypofunction	PEX16
C0026838	9409	indication	protein	Muscle Spasticity	PEX16
C0035229	9409	indication	protein	Respiratory Insufficiency	PEX16
C0010417	9409	indication	protein	Cryptorchidism	PEX16
C0014544	9409	indication	protein	epilepsy	PEX16
C0085605	9409	indication	protein	Liver Failure	PEX16
C0028738	9409	indication	protein	nystagmus	PEX16
C0036572	9409	indication	protein	seizures	PEX16
C0038379	5824	indication	protein	Strabismus	PEX19
C0001403	5824	indication	protein	Addison's disease	PEX19
C0043459	5824	indication	protein	Zellweger syndrome	PEX19
C0151526	5824	indication	protein	Premature Birth	PEX19
C0036341	5824	indication	protein	schizophrenia	PEX19
C0233315	5824	indication	protein	Premature Birth Of Newborn	PEX19
C0026650	5824	indication	protein	Movement Disorders	PEX19
C0405580	5824	indication	protein	Adrenal Cortical Hypofunction	PEX19
C0026838	5824	indication	protein	Muscle Spasticity	PEX19
C0035229	5824	indication	protein	Respiratory Insufficiency	PEX19
C0151686	5824	indication	protein	Growth retardation	PEX19
C0010417	5824	indication	protein	Cryptorchidism	PEX19
C0014544	5824	indication	protein	epilepsy	PEX19
C0878787	5824	indication	protein	Growth Failure	PEX19
C0085605	5824	indication	protein	Liver Failure	PEX19
C1269683	5824	indication	protein	Major Depressive Disorder	PEX19
C0028738	5824	indication	protein	nystagmus	PEX19
C0036572	5824	indication	protein	seizures	PEX19
C0008350	5824	indication	protein	gallstones	PEX19
C0242422	27429	indication	protein	Parkinsonian Disorders	HTRA2
C0036341	1432	indication	protein	schizophrenia	MAPK14
C0151744	1432	indication	protein	Myocardial Ischemia	MAPK14
C0878544	1432	indication	protein	cardiomyopathy	MAPK14
C0024121	1432	indication	protein	Lung Neoplasms	MAPK14
C0038379	585	indication	protein	Strabismus	BBS4
C0004096	585	indication	protein	asthma	BBS4
C0005424	585	indication	protein	Biliary Tract Diseases	BBS4
C0020538	585	indication	protein	Hypertensive disease	BBS4
C0010417	585	indication	protein	Cryptorchidism	BBS4
C0020619	585	indication	protein	hypogonadism	BBS4
C0011849	585	indication	protein	diabetes mellitus	BBS4
C0028738	585	indication	protein	nystagmus	BBS4
C0028754	585	indication	protein	obesity	BBS4
C0036341	5108	indication	protein	schizophrenia	PCM1
C0238463	5108	indication	protein	Papillary thyroid carcinoma	PCM1
C0030297	9564	indication	protein	Pancreatic Neoplasm	BCAR1
C0151744	5693	indication	protein	Myocardial Ischemia	PSMB5
C0033860	6278	indication	protein	psoriasis	S100A7
C0017601	10293	indication	protein	glaucoma	TRAIP
C0006625	10293	indication	protein	cachexia	TRAIP
C0038379	2314	indication	protein	Strabismus	FLII
C0003467	2314	indication	protein	anxiety	FLII
C0009806	2314	indication	protein	constipation	FLII
C0017168	2314	indication	protein	gastroesophageal reflux disease (GERD)	FLII
C0018834	2314	indication	protein	heartburn	FLII
C0020443	2314	indication	protein	hypercholesterolemia	FLII
C0028754	2314	indication	protein	obesity	FLII
C1263846	2314	indication	protein	attention-deficit/hyperactivity disorder (ADHD)	FLII
C0006142	7516	indication	protein	Malignant Neoplasm Of Breast	XRCC2
C1458155	7516	indication	protein	Mammary Neoplasms	XRCC2
C0040034	7516	indication	protein	thrombocytopenia	XRCC2
C0919267	5892	indication	protein	Ovarian Neoplasm	RAD51D
C0311375	3398	indication	protein	Arsenic Poisoning	ID2
C0023467	3398	indication	protein	Leukemia, Myelocytic, Acute	ID2
C0037274	3398	indication	protein	Dermatologic disorders	ID2
C0149925	3398	indication	protein	Small Cell Carcinoma Of Lung	ID2
C0038379	6938	indication	protein	Strabismus	TCF12
C0151740	6938	indication	protein	Intracranial Hypertension	TCF12
C0038379	6925	indication	protein	Strabismus	TCF4
C0009806	6925	indication	protein	constipation	TCF4
C0005586	6925	indication	protein	bipolar disorder	TCF4
C0031117	6925	indication	protein	peripheral neuropathy	TCF4
C0036341	6925	indication	protein	schizophrenia	TCF4
C0017168	6925	indication	protein	gastroesophageal reflux disease (GERD)	TCF4
C0018834	6925	indication	protein	heartburn	TCF4
C0010417	6925	indication	protein	Cryptorchidism	TCF4
C0033975	6925	indication	protein	Psychotic Disorders	TCF4
C0014544	6925	indication	protein	epilepsy	TCF4
C0036572	6925	indication	protein	seizures	TCF4
C0038379	5193	indication	protein	Strabismus	PEX12
C0001403	5193	indication	protein	Addison's disease	PEX12
C0043459	5193	indication	protein	Zellweger syndrome	PEX12
C0031117	5193	indication	protein	peripheral neuropathy	PEX12
C0151526	5193	indication	protein	Premature Birth	PEX12
C0233315	5193	indication	protein	Premature Birth Of Newborn	PEX12
C0026650	5193	indication	protein	Movement Disorders	PEX12
C0405580	5193	indication	protein	Adrenal Cortical Hypofunction	PEX12
C0026838	5193	indication	protein	Muscle Spasticity	PEX12
C0035229	5193	indication	protein	Respiratory Insufficiency	PEX12
C0029456	5193	indication	protein	osteoporosis	PEX12
C0010417	5193	indication	protein	Cryptorchidism	PEX12
C0014544	5193	indication	protein	epilepsy	PEX12
C0085605	5193	indication	protein	Liver Failure	PEX12
C0028738	5193	indication	protein	nystagmus	PEX12
C0036572	5193	indication	protein	seizures	PEX12
C0003578	5830	indication	protein	Apnea	PEX5
C0014877	5830	indication	protein	Esotropia	PEX5
C0038379	5830	indication	protein	Strabismus	PEX5
C0001403	5830	indication	protein	Addison's disease	PEX5
C0004096	5830	indication	protein	asthma	PEX5
C0043459	5830	indication	protein	Zellweger syndrome	PEX5
C0031117	5830	indication	protein	peripheral neuropathy	PEX5
C0151526	5830	indication	protein	Premature Birth	PEX5
C0001623	5830	indication	protein	Adrenal Gland Hypofunction	PEX5
C0233315	5830	indication	protein	Premature Birth Of Newborn	PEX5
C0026650	5830	indication	protein	Movement Disorders	PEX5
C0018798	5830	indication	protein	congenital heart defects	PEX5
C0405580	5830	indication	protein	Adrenal Cortical Hypofunction	PEX5
C0026838	5830	indication	protein	Muscle Spasticity	PEX5
C0035229	5830	indication	protein	Respiratory Insufficiency	PEX5
C0010417	5830	indication	protein	Cryptorchidism	PEX5
C0014544	5830	indication	protein	epilepsy	PEX5
C0085605	5830	indication	protein	Liver Failure	PEX5
C0028738	5830	indication	protein	nystagmus	PEX5
C0036572	5830	indication	protein	seizures	PEX5
C0003578	5194	indication	protein	Apnea	PEX13
C0038379	5194	indication	protein	Strabismus	PEX13
C0001403	5194	indication	protein	Addison's disease	PEX13
C0043459	5194	indication	protein	Zellweger syndrome	PEX13
C0151526	5194	indication	protein	Premature Birth	PEX13
C0233315	5194	indication	protein	Premature Birth Of Newborn	PEX13
C0026650	5194	indication	protein	Movement Disorders	PEX13
C0405580	5194	indication	protein	Adrenal Cortical Hypofunction	PEX13
C0026838	5194	indication	protein	Muscle Spasticity	PEX13
C0035229	5194	indication	protein	Respiratory Insufficiency	PEX13
C0010417	5194	indication	protein	Cryptorchidism	PEX13
C0014544	5194	indication	protein	epilepsy	PEX13
C0085605	5194	indication	protein	Liver Failure	PEX13
C0028738	5194	indication	protein	nystagmus	PEX13
C0036572	5194	indication	protein	seizures	PEX13
C0151744	9451	indication	protein	Myocardial Ischemia	EIF2AK3
C0018798	9451	indication	protein	congenital heart defects	EIF2AK3
C1565489	9451	indication	protein	Renal Insufficiency	EIF2AK3
C0029453	9451	indication	protein	Osteopenia	EIF2AK3
C0029456	9451	indication	protein	osteoporosis	EIF2AK3
C0038220	9451	indication	protein	status epilepticus	EIF2AK3
C0011854	9451	indication	protein	Diabetes Mellitus, Insulin-Dependent	EIF2AK3
C0020456	9451	indication	protein	hyperglycemia	EIF2AK3
C0035078	9451	indication	protein	Kidney Failure	EIF2AK3
C0740394	9451	indication	protein	hyperuricemia	EIF2AK3
C0009806	3508	indication	protein	constipation	IGHMBP2
C0151526	3508	indication	protein	Premature Birth	IGHMBP2
C0233315	3508	indication	protein	Premature Birth Of Newborn	IGHMBP2
C0042024	3508	indication	protein	urinary incontinence	IGHMBP2
C0011581	1742	indication	protein	Depressive disorder	DLG4
C0005586	1742	indication	protein	bipolar disorder	DLG4
C0036341	1742	indication	protein	schizophrenia	DLG4
C1269683	1742	indication	protein	Major Depressive Disorder	DLG4
C0032460	1742	indication	protein	Polycystic Ovary Syndrome	DLG4
C0027726	4690	indication	protein	nephrotic syndrome	NCK1
C1458155	5965	indication	protein	Mammary Neoplasms	RECQL
C0027819	10413	indication	protein	neuroblastoma	YAP1
C1168401	10413	indication	protein	head and neck squamous cell carcinoma (HNSCC)	YAP1
C0919267	10413	indication	protein	Ovarian Neoplasm	YAP1
C0311375	8554	indication	protein	Arsenic Poisoning	PIAS1
C0037274	8554	indication	protein	Dermatologic disorders	PIAS1
C0040147	6772	indication	protein	thyroiditis	STAT1
C0034012	6772	indication	protein	Delayed Puberty	STAT1
C0011991	6772	indication	protein	diarrhea	STAT1
C0003873	6772	indication	protein	rheumatoid arthritis	STAT1
C0276226	6772	indication	protein	Herpes Encephalitis	STAT1
C0029453	6772	indication	protein	Osteopenia	STAT1
C0021051	6772	indication	protein	Immunologic Deficiency Syndromes	STAT1
C0029456	6772	indication	protein	osteoporosis	STAT1
C0011854	6772	indication	protein	Diabetes Mellitus, Insulin-Dependent	STAT1
C0013595	6772	indication	protein	eczema	STAT1
C0006267	6772	indication	protein	Bronchiectasis	STAT1
C0020545	6772	indication	protein	Hypertension, Renovascular	STAT1
C2239176	6772	indication	protein	hepatocellular carcinoma (HCC)	STAT1
C0014356	6772	indication	protein	Enterocolitis	STAT1
C0002880	6772	indication	protein	Autoimmune Hemolytic Anemia	STAT1
C0032460	6286	indication	protein	Polycystic Ovary Syndrome	S100P
C0011581	3759	indication	protein	Depressive disorder	KCNJ2
C0003811	3759	indication	protein	Cardiac Arrhythmia	KCNJ2
C0311375	3759	indication	protein	Arsenic Poisoning	KCNJ2
C0042514	3759	indication	protein	ventricular tachycardia (VT)	KCNJ2
C0037274	3759	indication	protein	Dermatologic disorders	KCNJ2
C0235480	3759	indication	protein	Paroxysmal Atrial Fibrillation	KCNJ2
C1458155	3191	indication	protein	Mammary Neoplasms	HNRNPL
C0038356	3191	indication	protein	Stomach Neoplasms	HNRNPL
C0000786	3430	indication	protein	Spontaneous Abortion	IFI35
C0005586	6854	indication	protein	bipolar disorder	SYN2
C0036341	6854	indication	protein	schizophrenia	SYN2
C0036572	6854	indication	protein	seizures	SYN2
C0241961	1027	indication	protein	renal angiomyolipoma	CDKN1B
C0025500	1027	indication	protein	mesothelioma	CDKN1B
C0043515	1027	indication	protein	Zollinger-Ellison syndrome	CDKN1B
C0030920	1027	indication	protein	Peptic Ulcer	CDKN1B
C0001206	1027	indication	protein	acromegaly	CDKN1B
C0011991	1027	indication	protein	diarrhea	CDKN1B
C0014868	1027	indication	protein	Esophagitis	CDKN1B
C0036920	1027	indication	protein	Sezary Syndrome	CDKN1B
C0020502	1027	indication	protein	hyperparathyroidism	CDKN1B
C0034885	1027	indication	protein	Rectal Neoplasms	CDKN1B
C0919267	1027	indication	protein	Ovarian Neoplasm	CDKN1B
C0007095	1027	indication	protein	carcinoid tumors	CDKN1B
C0042138	1027	indication	protein	Uterine Neoplasms	CDKN1B
C0032019	1027	indication	protein	Pituitary Neoplasms	CDKN1B
C0032000	1027	indication	protein	Pituitary Adenoma	CDKN1B
C1458155	1027	indication	protein	Mammary Neoplasms	CDKN1B
C0022665	1027	indication	protein	Kidney Neoplasm	CDKN1B
C0021670	1027	indication	protein	Insulinoma	CDKN1B
C0033375	1027	indication	protein	Prolactinoma	CDKN1B
C0020437	1027	indication	protein	hypercalcemia	CDKN1B
C2239176	1027	indication	protein	hepatocellular carcinoma (HCC)	CDKN1B
C0038356	1027	indication	protein	Stomach Neoplasms	CDKN1B
C0024121	1027	indication	protein	Lung Neoplasms	CDKN1B
C0013404	659	indication	protein	Dyspnea	BMPR2
C0020542	659	indication	protein	Pulmonary Hypertension	BMPR2
C0020538	659	indication	protein	Hypertensive disease	BMPR2
C1458155	659	indication	protein	Mammary Neoplasms	BMPR2
C2973725	659	indication	protein	pulmonary arterial hypertension (PAH)	BMPR2
C0524620	3636	indication	protein	Metabolic Syndrome X	INPPL1
C0011860	3636	indication	protein	Diabetes Mellitus, Non-Insulin-Dependent	INPPL1
C0020538	3636	indication	protein	Hypertensive disease	INPPL1
C0013604	3636	indication	protein	edema	INPPL1
C0035229	3636	indication	protein	Respiratory Insufficiency	INPPL1
C0010417	3636	indication	protein	Cryptorchidism	INPPL1
C0005586	9612	indication	protein	bipolar disorder	NCOR2
C0014173	1028	indication	protein	Endometrial Hyperplasia	CDKN1C
C0025202	1028	indication	protein	melanoma	CDKN1C
C0001418	1028	indication	protein	Adenocarcinoma	CDKN1C
C0036341	1028	indication	protein	schizophrenia	CDKN1C
C0206686	1028	indication	protein	adrenal cortical carcinoma	CDKN1C
C0878544	1028	indication	protein	cardiomyopathy	CDKN1C
C0014170	1028	indication	protein	Endometrial Neoplasms	CDKN1C
C0027708	1028	indication	protein	Wilm's tumor	CDKN1C
C0010417	1028	indication	protein	Cryptorchidism	CDKN1C
C0020619	1028	indication	protein	hypogonadism	CDKN1C
C0020437	1028	indication	protein	hypercalcemia	CDKN1C
C0024121	1028	indication	protein	Lung Neoplasms	CDKN1C
C0151744	7357	indication	protein	Myocardial Ischemia	UGCG
C0023890	871	indication	protein	hepatic cirrhosis	SERPINH1
C0022116	871	indication	protein	Ischemia	SERPINH1
C0035222	871	indication	protein	Respiratory Distress Syndrome, Adult	SERPINH1
C0029453	871	indication	protein	Osteopenia	SERPINH1
C0746102	871	indication	protein	Chronic Lung Disease	SERPINH1
C0011860	4760	indication	protein	Diabetes Mellitus, Non-Insulin-Dependent	NEUROD1
C0013404	1639	indication	protein	Dyspnea	DCTN1
C0003467	1639	indication	protein	anxiety	DCTN1
C0011581	1639	indication	protein	Depressive disorder	DCTN1
C0040822	1639	indication	protein	tremors	DCTN1
C0235063	1639	indication	protein	respiratory depression	DCTN1
C0002736	1639	indication	protein	amyotrophic lateral sclerosis (ALS)	DCTN1
C0242422	1639	indication	protein	Parkinsonian Disorders	DCTN1
C0026838	1639	indication	protein	Muscle Spasticity	DCTN1
C0035229	1639	indication	protein	Respiratory Insufficiency	DCTN1
C0015672	1639	indication	protein	fatigue	DCTN1
C0917801	1639	indication	protein	Sleeplessness	DCTN1
C0043352	1639	indication	protein	Xerostomia	DCTN1
C0030193	1639	indication	protein	Pain	DCTN1
C0005695	2186	indication	protein	Bladder Neoplasm	BPTF
C0542346	6868	indication	protein	Pimples	ADAM17
C0005741	6868	indication	protein	blepharitis	ADAM17
C0009319	6868	indication	protein	colitis	ADAM17
C0030578	6868	indication	protein	Paronychia Inflammation	ADAM17
C0011606	6868	indication	protein	Exfoliative Dermatitis	ADAM17
C0013421	10577	indication	protein	dystonia	NPC2
C0026838	10577	indication	protein	Muscle Spasticity	NPC2
C0033975	10577	indication	protein	Psychotic Disorders	NPC2
C0014544	10577	indication	protein	epilepsy	NPC2
C0036572	10577	indication	protein	seizures	NPC2
C0497327	10577	indication	protein	Dementia	NPC2
C0023418	572	indication	protein	Leukemia	BAD
C0033578	572	indication	protein	Prostatic Neoplasms	BAD
C0002170	1244	indication	protein	Alopecia	ABCC2
C0005424	1244	indication	protein	Biliary Tract Diseases	ABCC2
C0023892	1244	indication	protein	Biliary Cirrhosis	ABCC2
C1168401	1244	indication	protein	head and neck squamous cell carcinoma (HNSCC)	ABCC2
C0003873	1244	indication	protein	rheumatoid arthritis	ABCC2
C0020433	1244	indication	protein	Hyperbilirubinemia	ABCC2
C0013182	1244	indication	protein	Drug Allergy	ABCC2
