db_id	atc_code	level_4	level_4_name	level_3	level_3_name	level_2	level_2_name	level_1	level_1_name
DB00352	L01BB03	L01BB	Purine analogues	L01B	Antimetabolites	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00353	G02AC01	G02AC	Ergot alkaloids, oxytocin incl. analogues, in combination	G02A	Uterotonics	G02	Other gynecologicals	G	Genito urinary system, sex hormones
DB00353	G02AB01	G02AB	Ergot alkaloids	G02A	Uterotonics	G02	Other gynecologicals	G	Genito urinary system, sex hormones
DB00354	R06AE51	R06AE	Piperazine derivatives	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00354	R06AE01	R06AE	Piperazine derivatives	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00355	J01DF01	J01DF	Monobactams	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00356	M03BB73	M03BB	Oxazol, thiazine,, triazine derivatives	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00356	M03BB03	M03BB	Oxazol, thiazine,, triazine derivatives	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00356	M03BB53	M03BB	Oxazol, thiazine,, triazine derivatives	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00357	L02BG01	L02BG	Aromatase inhibitors	L02B	Hormone antagonists, related agents	L02	Endocrine therapy	L	Antineoplastic, immunomodulating agents
DB00358	P01BC02	P01BC	Methanolquinolines	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB00358	P01BF02	P01BF	Artemisinin, derivatives, combinations	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB00359	J01EE06	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00359	J01EE02	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00359	G01AE10	G01AE	Sulfonamides	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00359	J01EC02	J01EC	Intermediate-acting sulfonamides	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00360	A16AX07	A16AX	Various alimentary tract, metabolism products	A16A	Other alimentary tract, metabolism products	A16	Other alimentary tract, metabolism products	A	Alimentary tract, metabolism
DB00361	L01CA04	L01CA	Vinca alkaloids, analogues	L01C	Plant alkaloids, other natural products	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00362	J02AX06	J02AX	Other antimycotics for systemic use	J02A	Antimycotics for systemic use	J02	Antimycotics for systemic use	J	Antiinfectives for systemic use
DB00363	N05AH02	N05AH	Diazepines, oxazepines, thiazepines, oxepines	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00364	A02BX02	A02BX	Other drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00365	J01MA11	J01MA	Fluoroquinolones	J01M	Quinolone antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00366	R06AA59	R06AA	Aminoalkyl ethers	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00366	R06AA09	R06AA	Aminoalkyl ethers	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00367	G03FA11	G03FA	Progestogens, estrogens, fixed combinations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00367	G03FB09	G03FB	Progestogens, estrogens, sequential preparations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00367	G03AC03	G03AC	Progestogens	G03A	Hormonal contraceptives for systemic use	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00367	G03AB03	G03AB	Progestogens, estrogens, sequential preparations	G03A	Hormonal contraceptives for systemic use	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00367	G03AD01	G03AD	Emergency contraceptives	G03A	Hormonal contraceptives for systemic use	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00367	G03AA07	G03AA	Progestogens, estrogens, fixed combinations	G03A	Hormonal contraceptives for systemic use	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00368	C01CA03	C01CA	Adrenergic, dopaminergic agents	C01C	Cardiac stimulants excl. cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB00369	J05AB12	J05AB	Nucleosides, nucleotides excl. reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00370	N06AX11	N06AX	Other antidepressants	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB00371	N05CX01	N05CX	Hypnotics, sedatives in combination, excl. barbiturates	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00371	N05BC51	N05BC	Carbamates	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB00371	N05BC01	N05BC	Carbamates	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB00372	R06AD03	R06AD	Phenothiazine derivatives	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00373	S01ED51	S01ED	Beta blocking agents	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB00373	S01ED01	S01ED	Beta blocking agents	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB00373	C07DA06	C07DA	Beta blocking agents, non-selective, thiazides, other diuretics	C07D	Beta blocking agents, thiazides, other diuretics	C07	Beta blocking agents	C	Cardiovascular system
DB00373	C07AA06	C07AA	Beta blocking agents, non-selective	C07A	Beta blocking agents	C07	Beta blocking agents	C	Cardiovascular system
DB00373	C07BA06	C07BA	Beta blocking agents, non-selective,, thiazides	C07B	Beta blocking agents, thiazides	C07	Beta blocking agents	C	Cardiovascular system
DB00374	B01AC21	B01AC	Platelet aggregation inhibitors excl. heparin	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB00375	C10AC02	C10AC	Bile acid sequestrants	C10A	Lipid modifying agents, plain	C10	Lipid modifying agents	C	Cardiovascular system
DB00376	N04AA01	N04AA	Tertiary amines	N04A	Anticholinergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB00377	A04AA55	A04AA	Serotonin (5ht3) antagonists	A04A	Antiemetics, antinauseants	A04	Antiemetics, antinauseants	A	Alimentary tract, metabolism
DB00377	A04AA05	A04AA	Serotonin (5ht3) antagonists	A04A	Antiemetics, antinauseants	A04	Antiemetics, antinauseants	A	Alimentary tract, metabolism
DB00378	G03FA14	G03FA	Progestogens, estrogens, fixed combinations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00378	G03DB01	G03DB	Pregnadien derivatives	G03D	Progestogens	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00378	G03FB08	G03FB	Progestogens, estrogens, sequential preparations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00379	C01BB02	C01BB	Antiarrhythmics, class ib	C01B	Antiarrhythmics, class i, iii	C01	Cardiac therapy	C	Cardiovascular system
DB00380	V03AF02	V03AF	Detoxifying agents for antineoplastic treatment	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB00381	C09DB05	C09DB	Angiotensin ii antagonists, calcium channel blockers	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09DX01	C09DX	Angiotensin ii antagonists, other combinations	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09DB01	C09DB	Angiotensin ii antagonists, calcium channel blockers	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09DB04	C09DB	Angiotensin ii antagonists, calcium channel blockers	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09DX03	C09DX	Angiotensin ii antagonists, other combinations	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C10BX03	C10BX	Hmg coa reductase inhibitors, other combinations	C10B	Lipid modifying agents, combinations	C10	Lipid modifying agents	C	Cardiovascular system
DB00381	C09DB06	C09DB	Angiotensin ii antagonists, calcium channel blockers	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C08GA02	C08GA	Calcium channel blockers, diuretics	C08G	Calcium channel blockers, diuretics	C08	Calcium channel blockers	C	Cardiovascular system
DB00381	C10BX11	C10BX	Hmg coa reductase inhibitors, other combinations	C10B	Lipid modifying agents, combinations	C10	Lipid modifying agents	C	Cardiovascular system
DB00381	C09DB07	C09DB	Angiotensin ii antagonists, calcium channel blockers	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09DB02	C09DB	Angiotensin ii antagonists, calcium channel blockers	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09BB03	C09BB	Ace inhibitors, calcium channel blockers	C09B	Ace inhibitors, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C08CA01	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB00381	C09BB07	C09BB	Ace inhibitors, calcium channel blockers	C09B	Ace inhibitors, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C10BX07	C10BX	Hmg coa reductase inhibitors, other combinations	C10B	Lipid modifying agents, combinations	C10	Lipid modifying agents	C	Cardiovascular system
DB00381	C09BX01	C09BX	Ace inhibitors, other combinations	C09B	Ace inhibitors, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09XA53	C09XA	Renin-inhibitors	C09X	Other agents acting on the renin-angiotensin system	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09XA54	C09XA	Renin-inhibitors	C09X	Other agents acting on the renin-angiotensin system	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C09BB04	C09BB	Ace inhibitors, calcium channel blockers	C09B	Ace inhibitors, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00381	C10BX09	C10BX	Hmg coa reductase inhibitors, other combinations	C10B	Lipid modifying agents, combinations	C10	Lipid modifying agents	C	Cardiovascular system
DB00382	N06DA01	N06DA	Anticholinesterases	N06D	Anti-dementia drugs	N06	Psychoanaleptics	N	Nervous system
DB00383	A03CA03	A03CA	Synthetic anticholinergic agents in combination with psycholeptics	A03C	Antispasmodics in combination with psycholeptics	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB00383	A03AA01	A03AA	Synthetic anticholinergics, esters with tertiary amino group	A03A	Drugs for functional gastrointestinal disorders	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB00384	C03DB02	C03DB	Other potassium-sparing agents	C03D	Potassium-sparing agents	C03	Diuretics	C	Cardiovascular system
DB00385	L01DB09	L01DB	Anthracyclines, related substances	L01D	Cytotoxic antibiotics, related substances	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00387	N04AA04	N04AA	Tertiary amines	N04A	Anticholinergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB00388	R01AA04	R01AA	Sympathomimetics, plain	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB00388	S01FB01	S01FB	Sympathomimetics excl. antiglaucoma preparations	S01F	Mydriatics, cycloplegics	S01	Ophthalmologicals	S	Sensory organs
DB00388	S01GA05	S01GA	Sympathomimetics used as decongestants	S01G	Decongestants, antiallergics	S01	Ophthalmologicals	S	Sensory organs
DB00388	S01GA55	S01GA	Sympathomimetics used as decongestants	S01G	Decongestants, antiallergics	S01	Ophthalmologicals	S	Sensory organs
DB00388	R01BA03	R01BA	Sympathomimetics	R01B	Nasal decongestants for systemic use	R01	Nasal preparations	R	Respiratory system
DB00388	R01BA53	R01BA	Sympathomimetics	R01B	Nasal decongestants for systemic use	R01	Nasal preparations	R	Respiratory system
DB00388	C01CA06	C01CA	Adrenergic, dopaminergic agents	C01C	Cardiac stimulants excl. cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB00388	R01AB01	R01AB	Sympathomimetics, combinations excl. corticosteroids	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB00389	H03BB01	H03BB	Sulfur-containing imidazole derivatives	H03B	Antithyroid preparations	H03	Thyroid therapy	H	Systemic hormonal preparations, excl. sex hormones, insulins
DB00390	C01AA05	C01AA	Digitalis glycosides	C01A	Cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB00391	N05AL01	N05AL	Benzamides	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00391	N05AL07	N05AL	Benzamides	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00392	N04AA05	N04AA	Tertiary amines	N04A	Anticholinergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB00393	C08CA06	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB00394	R03BA01	R03BA	Glucocorticoids	R03B	Other drugs for obstructive airway diseases, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00394	R03AK08	R03AK	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	R03A	Adrenergics, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00394	A07EA07	A07EA	Corticosteroids acting locally	A07E	Intestinal antiinflammatory agents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB00394	D07CC04	D07CC	Corticosteroids, potent, combinations with antibiotics	D07C	Corticosteroids, combinations with antibiotics	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00394	R01AD01	R01AD	Corticosteroids	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB00394	D07AC15	D07AC	Corticosteroids, potent (group iii)	D07A	Corticosteroids, plain	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00395	M03BA52	M03BA	Carbamic acid esters	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00395	M03BA02	M03BA	Carbamic acid esters	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00395	M03BA72	M03BA	Carbamic acid esters	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00396	G03DA04	G03DA	Pregnen (4) derivatives	G03D	Progestogens	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00396	G03FA04	G03FA	Progestogens, estrogens, fixed combinations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00397	R01BA51	R01BA	Sympathomimetics	R01B	Nasal decongestants for systemic use	R01	Nasal preparations	R	Respiratory system
DB00397	R01BA01	R01BA	Sympathomimetics	R01B	Nasal decongestants for systemic use	R01	Nasal preparations	R	Respiratory system
DB00398	L01XE05	L01XE	Protein kinase inhibitors	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00399	M05BB08	M05BB	Bisphosphonates, combinations	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB00399	M05BA08	M05BA	Bisphosphonates	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB00400	D01AA08	D01AA	Antibiotics	D01A	Antifungals for topical use	D01	Antifungals for dermatological use	D	Dermatologicals
DB00400	D01BA01	D01BA	Antifungals for systemic use	D01B	Antifungals for systemic use	D01	Antifungals for dermatological use	D	Dermatologicals
DB00401	C08CA07	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB00402	N05CF04	N05CF	Benzodiazepine related drugs	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00403	V04CC04	V04CC	Tests for bile duct patency	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB00404	N05BA12	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB00405	R06AB56	R06AB	Substituted alkylamines	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00405	R06AB06	R06AB	Substituted alkylamines	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00406	D01AE02	D01AE	Other antifungals for topical use	D01A	Antifungals for topical use	D01	Antifungals for dermatological use	D	Dermatologicals
DB00406	G01AX09	G01AX	Other antiinfectives, antiseptics	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00408	N05AH01	N05AH	Diazepines, oxazepines, thiazepines, oxepines	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00409	N05AL04	N05AL	Benzamides	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00410	R01AX06	R01AX	Other nasal preparations	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB00410	D06AX09	D06AX	Other antibiotics for topical use	D06A	Antibiotics for topical use	D06	Antibiotics, chemotherapeutics for dermatological use	D	Dermatologicals
DB00411	N07AB01	N07AB	Choline esters	N07A	Parasympathomimetics	N07	Other nervous system drugs	N	Nervous system
DB00411	S01EB02	S01EB	Parasympathomimetics	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB00412	A10BD03	A10BD	Combinations of oral blood glucose lowering drugs	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00412	A10BG02	A10BG	Thiazolidinediones	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00412	A10BD04	A10BD	Combinations of oral blood glucose lowering drugs	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00413	N04BC05	N04BC	Dopamine agonists	N04B	Dopaminergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB00414	A10BB31	A10BB	Sulfonylureas	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00415	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00415	S01AA19	S01AA	Antibiotics	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00415	J01CA51	J01CA	Penicillins with extended spectrum	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00415	J01CA01	J01CA	Penicillins with extended spectrum	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00415	J01CR01	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00417	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00417	J01CE02	J01CE	Beta-lactamase sensitive penicillins	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00417	J01CE10	J01CE	Beta-lactamase sensitive penicillins	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00418	N05CA06	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00418	N05CB01	N05CB	Barbiturates, combinations	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00419	A16AX06	A16AX	Various alimentary tract, metabolism products	A16A	Other alimentary tract, metabolism products	A16	Other alimentary tract, metabolism products	A	Alimentary tract, metabolism
DB00420	N05AA03	N05AA	Phenothiazines with aliphatic side-chain	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00421	C03DA01	C03DA	Aldosterone antagonists	C03D	Potassium-sparing agents	C03	Diuretics	C	Cardiovascular system
DB00422	N06BA04	N06BA	Centrally acting sympathomimetics	N06B	Psychostimulants, agents used for adhd, nootropics	N06	Psychoanaleptics	N	Nervous system
DB00423	M03BA53	M03BA	Carbamic acid esters	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00423	M03BA03	M03BA	Carbamic acid esters	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00423	M03BA73	M03BA	Carbamic acid esters	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00424	A03CB31	A03CB	Belladonna, derivatives in combination with psycholeptics	A03C	Antispasmodics in combination with psycholeptics	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB00424	A03BA03	A03BA	Belladonna alkaloids, tertiary amines	A03B	Belladonna, derivatives, plain	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB00425	N05CF02	N05CF	Benzodiazepine related drugs	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00426	S01AD07	S01AD	Antivirals	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00426	J05AB09	J05AB	Nucleosides, nucleotides excl. reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00427	R06AX07	R06AX	Other antihistamines for systemic use	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00428	L01AD04	L01AD	Nitrosoureas	L01A	Alkylating agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00429	G02AD04	G02AD	Prostaglandins	G02A	Uterotonics	G02	Other gynecologicals	G	Genito urinary system, sex hormones
DB00430	J01DD11	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00431	P03AB02	P03AB	Chlorine containing products	P03A	Ectoparasiticides, incl. scabicides	P03	Ectoparasiticides, incl. scabicides, insecticides, repellents	P	Antiparasitic products, insecticides, repellents
DB00432	S01AD02	S01AD	Antivirals	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00432	L01BC59	L01BC	Pyrimidine analogues	L01B	Antimetabolites	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00433	N05AB04	N05AB	Phenothiazines with piperazine structure	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00434	R06AX02	R06AX	Other antihistamines for systemic use	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00435	R07AX01	R07AX	Other respiratory system products	R07A	Other respiratory system products	R07	Other respiratory system products	R	Respiratory system
DB00436	C03AA01	C03AA	Thiazides, plain	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB00436	C03EA13	C03EA	Low-ceiling diuretics, potassium-sparing agents	C03E	Diuretics, potassium-sparing agents in combination	C03	Diuretics	C	Cardiovascular system
DB00436	C03AB01	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB00436	G01AE10	G01AE	Sulfonamides	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00437	M04AA01	M04AA	Preparations inhibiting uric acid production	M04A	Antigout preparations	M04	Antigout preparations	M	Musculo-skeletal system
DB00437	M04AA51	M04AA	Preparations inhibiting uric acid production	M04A	Antigout preparations	M04	Antigout preparations	M	Musculo-skeletal system
DB00438	J01DD52	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00438	J01DD02	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00439	C10AA06	C10AA	Hmg coa reductase inhibitors	C10A	Lipid modifying agents, plain	C10	Lipid modifying agents	C	Cardiovascular system
DB00440	J01EE07	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00440	J01EE01	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00440	J01EE05	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00440	J01EA01	J01EA	Trimethoprim, derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00440	J01EE04	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00440	J01EE02	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00440	J01EE03	J01EE	Combinations of sulfonamides, trimethoprim, incl. derivatives	J01E	Sulfonamides, trimethoprim	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00441	L01BC05	L01BC	Pyrimidine analogues	L01B	Antimetabolites	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00442	J05AF10	J05AF	Nucleoside, nucleotide reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00443	S01BB04	S01BB	Corticosteroids, mydriatics in combination	S01B	Antiinflammatory agents	S01	Ophthalmologicals	S	Sensory organs
DB00443	R03BA04	R03BA	Glucocorticoids	R03B	Other drugs for obstructive airway diseases, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00443	S01CA05	S01CA	Corticosteroids, antiinfectives in combination	S01C	Antiinflammatory agents, antiinfectives in combination	S01	Ophthalmologicals	S	Sensory organs
DB00443	H02AB01	H02AB	Glucocorticoids	H02A	Corticosteroids for systemic use, plain	H02	Corticosteroids for systemic use	H	Systemic hormonal preparations, excl. sex hormones, insulins
