drug_1	drug_2
DB00186	DB00307
DB00341	DB00213
DB00341	DB00282
DB00316	DB01181
DB01009	DB00422
DB00316	DB00458
DB01611	DB01591
DB00422	DB00938
DB00316	DB00947
DB00904	DB00619
DB01129	DB00990
DB00950	DB00678
DB00996	DB00282
DB00996	DB00213
DB00321	DB00328
DB00186	DB00268
DB00181	DB00887
DB00477	DB01132
DB01001	DB01132
DB00818	DB00435
DB00630	DB01005
DB00630	DB00557
DB01129	DB01033
DB00423	DB00231
DB00972	DB00215
DB01059	DB01062
DB00339	DB00338
DB00440	DB01020
DB00630	DB01069
DB00381	DB00204
DB00945	DB00710
DB00533	DB01198
DB00533	DB00909
DB00281	DB00953
DB01193	DB00544
DB00213	DB00433
DB00213	DB01032
DB00316	DB01320
DB00745	DB01132
DB00186	DB01043
DB00776	DB00580
DB00186	DB00454
DB00531	DB01162
DB00231	DB00641
DB00749	DB00691
DB01050	DB00211
DB00477	DB00448
DB01050	DB00683
DB01067	DB01591
DB01136	DB00425
DB01136	DB01198
DB00313	DB00231
DB00186	DB01320
DB01193	DB01005
DB01181	DB01233
DB00555	DB01238
DB01050	DB00476
DB00887	DB01591
DB00598	DB01129
DB00808	DB00884
DB00945	DB00737
DB00281	DB01291
DB00806	DB01224
DB00313	DB01149
DB00544	DB01020
DB01193	DB00661
DB00313	DB00952
DB00975	DB00285
DB00927	DB01224
DB00331	DB00697
DB00381	DB01041
DB00399	DB00973
DB01224	DB01020
DB00477	DB00231
DB00268	DB00550
DB00264	DB00204
DB00310	DB00973
DB00915	DB00461
DB00590	DB01101
DB00734	DB00476
DB01050	DB00905
DB00524	DB00710
DB01136	DB01006
DB00370	DB00966
DB00186	DB00571
DB01204	DB00433
DB00231	DB01268
DB00186	DB00818
DB00433	DB00967
DB01097	DB00884
DB01001	DB01128
DB00264	DB01173
DB01143	DB00196
DB13919	DB00910
DB00915	DB01224
DB00590	DB00761
DB01005	DB01204
DB00181	DB00950
DB00843	DB01224
DB00745	DB00962
DB01224	DB00909
DB01233	DB00216
DB01224	DB01198
DB01050	DB00571
DB00423	DB00962
DB00927	DB00555
DB00370	DB00863
DB00335	DB01110
DB00863	DB01254
DB00370	DB00481
DB00813	DB00727
DB00927	DB00461
DB00590	DB00806
DB00669	DB00399
DB00813	DB00952
DB00813	DB01149
DB00818	DB01224
DB00813	DB00545
DB02530	DB00381
DB01039	DB00761
DB01067	DB00776
DB00381	DB01595
DB00761	DB00863
DB00489	DB00641
DB00531	DB01233
DB00231	DB00897
DB00734	DB01101
DB01105	DB00669
DB00338	DB01124
DB00804	DB00398
DB01077	DB00727
DB00683	DB00761
DB01039	DB00481
DB00799	DB00476
DB00186	DB00966
DB00564	DB00454
DB00544	DB00264
DB00749	DB01039
DB00433	DB01254
DB00564	DB01043
DB00244	DB00710
DB00555	DB00641
DB01069	DB00480
DB00381	DB01012
DB00999	DB01173
DB00285	DB00905
DB00993	DB01016
DB01132	DB01238
DB00537	DB01132
DB00537	DB00960
DB00455	DB01320
DB00861	DB00641
DB01115	DB00853
DB01115	DB00231
DB00461	DB00285
DB00695	DB01059
DB00531	DB00927
DB00808	DB00481
DB00533	DB00656
DB00804	DB00737
DB00661	DB00476
DB00457	DB00533
DB01115	DB00727
DB00313	DB01595
DB00313	DB00905
DB00761	DB01254
DB00991	DB00433
DB00313	DB01223
DB00737	DB00580
DB00425	DB00691
DB00806	DB00412
DB01156	DB01143
DB00661	DB01223
DB00455	DB00285
DB00557	DB01117
DB00481	DB01220
DB01001	DB00489
DB01129	DB09026
DB00612	DB01068
DB01242	DB00843
DB01059	DB00761
DB00945	DB00745
DB00196	DB00210
DB00215	DB01173
DB00196	DB00191
DB01129	DB00976
DB00215	DB00186
DB00215	DB00455
DB00335	DB00448
DB01016	DB00281
DB01032	DB01020
DB00927	DB00216
DB00927	DB00412
DB00916	DB01220
DB00501	DB00448
DB00945	DB00559
DB01241	DB00571
DB00425	DB00287
DB01001	DB00991
DB01001	DB00842
DB00328	DB00461
DB00472	DB00213
DB01062	DB00734
DB01062	DB00953
DB00196	DB00476
DB00328	DB01268
DB00727	DB01223
DB00794	DB01069
DB00678	DB00216
DB00630	DB00461
DB01233	DB01165
DB00215	DB00623
DB00477	DB00623
DB01020	DB00763
DB00341	DB00962
DB01001	DB00950
DB00381	DB00476
DB01001	DB00813
DB00341	DB00549
DB01132	DB00399
DB00813	DB00966
DB01215	DB00231
DB01136	DB01611
DB01156	DB00915
DB01136	DB00557
DB00734	DB01238
DB00843	DB00884
DB00999	DB00967
DB01136	DB01069
DB00316	DB00843
DB00316	DB00590
DB01001	DB00537
DB00630	DB00310
DB00999	DB01162
DB00213	DB00953
DB00975	DB00196
DB00213	DB00734
DB00395	DB01149
DB00395	DB00952
DB00401	DB00338
DB00727	DB00763
DB00884	DB00897
DB00196	DB00808
DB01041	DB01020
DB00423	DB00976
DB00575	DB01238
DB00381	DB00910
DB00404	DB01149
DB00916	DB00962
DB00186	DB00656
DB00280	DB01115
DB01224	DB06700
DB01233	DB01033
DB01050	DB00540
DB01050	DB09389
DB00484	DB00967
DB00808	DB00331
DB00924	DB00214
DB00472	DB00697
DB00749	DB00370
DB00950	DB00433
DB00537	DB00412
DB00952	DB00425
DB01217	DB01198
DB00277	DB00976
DB01595	DB00285
DB00945	DB00300
DB00331	DB00401
DB01043	DB01115
DB01129	DB01020
DB00996	DB00545
DB00904	DB01132
DB01595	DB01020
DB00423	DB01115
DB00335	DB06700
DB00244	DB00476
DB00813	DB00425
DB00737	DB01149
DB00489	DB00214
DB00619	DB00476
DB00250	DB00641
DB00993	DB01029
DB00477	DB01233
DB00656	DB01223
DB00590	DB00594
DB00734	DB06700
DB00557	DB00270
DB00277	DB00482
DB00338	DB00570
DB00564	DB00285
DB00575	DB06700
DB01039	DB00798
DB00196	DB00300
DB00328	DB00480
DB00951	DB00904
DB00951	DB00338
DB01005	DB01059
DB01041	DB01198
DB01041	DB00425
DB00745	DB00863
DB01132	DB00300
DB00813	DB01088
DB00191	DB00580
DB00450	DB00213
DB00745	DB00481
DB00381	DB01068
DB00555	DB00476
DB00489	DB00231
DB01097	DB00481
DB00268	DB00641
DB01128	DB00641
DB01050	DB00853
DB00264	DB00191
DB00222	DB00423
DB01136	DB00727
DB01215	DB00422
DB01067	DB00204
DB00813	DB00570
DB00381	DB00804
DB00450	DB00798
DB00313	DB00749
DB00335	DB00669
DB00482	DB00884
DB00863	DB00884
DB00887	DB00559
DB00316	DB01268
DB00564	DB01097
DB01039	DB00524
DB00612	DB00399
DB01039	DB00264
DB01039	DB00916
DB00289	DB00967
DB00297	DB00808
DB01591	DB00287
DB00310	DB00455
DB00335	DB00619
DB01124	DB00412
DB00433	DB00289
DB01068	DB00829
DB00915	DB00924
DB01611	DB00399
DB00999	DB00423
DB00454	DB01062
DB00690	DB01069
DB01233	DB00806
DB01233	DB00850
DB00472	DB00398
DB00455	DB00300
DB01005	DB00455
DB01005	DB00186
DB00472	DB00285
DB00231	DB01117
DB00904	DB01041
DB00887	DB00270
DB00695	DB01117
DB00341	DB00502
DB01001	DB00947
DB00423	DB00761
DB00695	DB00530
DB00321	DB00571
DB00904	DB00853
DB00598	DB01233
DB00339	DB00993
DB01595	DB00776
DB00945	DB01016
DB00285	DB01238
DB00969	DB00661
DB00182	DB01062
DB00181	DB00455
DB00780	DB00533
DB00695	DB00916
DB00726	DB00285
DB00945	DB00843
DB00395	DB00749
DB00481	DB00973
DB00316	DB00619
DB00695	DB00379
DB00297	DB00433
DB01136	DB00841
DB00316	DB00850
DB00196	DB00435
DB00996	DB01115
DB00455	DB01115
DB00404	DB00749
DB00335	DB00794
DB00395	DB00244
DB00951	DB00897
DB00533	DB00268
DB00630	DB01068
DB00630	DB00575
DB00182	DB00331
DB00630	DB01242
DB00316	DB01267
DB00641	DB09026
DB00887	DB01062
DB00404	DB00244
DB00806	DB00761
DB01132	DB00208
DB01101	DB00973
DB01233	DB00208
DB00215	DB00204
DB00580	DB00967
DB00285	DB00763
DB01193	DB00215
DB00458	DB00481
DB00458	DB00863
DB01165	DB00559
DB01050	DB01009
DB00252	DB00819
DB00252	DB00316
DB01129	DB00480
DB00555	DB01129
DB00887	DB00461
DB00829	DB00697
DB00557	DB00328
DB01128	DB00215
DB13919	DB01241
DB01595	DB00300
DB00972	DB00829
DB01156	DB00594
DB01241	DB00884
DB00331	DB00289
DB00678	DB00246
DB01291	DB00697
DB00661	DB00697
DB00448	DB01220
DB01136	DB00310
DB00313	DB00422
DB00448	DB00580
DB01611	DB00951
DB00339	DB01050
DB01136	DB00191
DB01059	DB00285
DB00950	DB00281
DB00370	DB00884
DB00321	DB01016
DB00996	DB01012
DB01023	DB00489
DB01001	DB00976
DB00423	DB00697
DB00331	DB00656
DB00481	DB00530
DB00381	DB01268
DB01193	DB00924
DB00842	DB00641
DB00571	DB00897
DB00749	DB00761
DB00924	DB00191
DB01039	DB00897
DB00884	DB00973
DB09389	DB00761
DB00191	DB01105
DB01136	DB01129
DB00575	DB00804
DB00282	DB00285
DB00244	DB00904
DB01068	DB00423
DB01132	DB00594
DB01595	DB01132
DB01149	DB00884
DB00196	DB01032
DB00196	DB00433
DB00335	DB00264
DB00630	DB00481
DB00630	DB00863
DB01050	DB01162
DB00806	DB01088
DB01062	DB00300
DB00450	DB00338
DB00335	DB00524
DB01110	DB00440
DB00285	DB00776
DB00564	DB01115
DB01611	DB01029
DB00475	DB00246
DB00501	DB00244
DB00181	DB00580
DB01136	DB01043
DB00975	DB00571
DB00564	DB00215
DB01023	DB00580
DB00540	DB01132
DB01016	DB00973
DB01005	DB00533
DB01005	DB00268
DB00727	DB00481
DB00749	DB00454
DB00749	DB01043
DB00440	DB00476
DB00264	DB06700
DB02530	DB00316
DB00804	DB00222
DB00945	DB00829
DB00331	DB00216
DB00884	DB00440
DB00575	DB00953
DB00575	DB00734
DB00761	DB00214
DB01151	DB00678
DB00461	DB01115
DB00448	DB00761
DB00804	DB00916
DB00804	DB00264
DB00975	DB00976
DB00371	DB00370
DB00808	DB00763
DB01241	DB01016
DB00960	DB00863
DB00829	DB00905
DB00252	DB00820
DB00208	DB00399
DB00321	DB00904
DB00316	DB00571
DB00316	DB00818
DB00321	DB00338
DB01029	DB00976
DB00819	DB00813
DB00819	DB00950
DB01062	DB00412
DB00341	DB00726
DB01023	DB09389
DB00829	DB00806
DB00370	DB09389
DB00370	DB00540
DB00813	DB01132
DB01029	DB01097
DB00818	DB00231
DB00537	DB00820
DB00808	DB00973
DB00316	DB00950
DB01050	DB00724
DB00282	DB01105
DB00996	DB01268
DB01165	DB00669
DB00341	DB01110
DB00990	DB00966
DB00661	DB00727
DB01156	DB01320
DB00983	DB00884
DB01069	DB00863
DB01611	DB00973
DB00904	DB01105
DB01136	DB00973
DB00381	DB00813
DB00996	DB09389
DB00996	DB00540
DB00953	DB01238
DB01181	DB00761
DB00819	DB01165
DB00545	DB00641
DB00316	DB00484
DB00395	DB00215
DB00423	DB01149
DB00843	DB00502
DB00863	DB01101
DB00780	DB01115
DB01077	DB01611
DB00945	DB01194
DB00695	DB00884
DB00433	DB01041
DB00455	DB00691
DB00809	DB00641
DB00231	DB00724
DB00404	DB00215
DB01115	DB00938
DB00335	DB01188
DB01001	DB00938
DB00590	DB00399
DB00623	DB00246
DB01128	DB00678
DB00863	DB00530
DB00341	DB01188
DB01077	DB00282
DB00612	DB01165
DB01077	DB00213
DB00316	DB01059
DB00761	DB00476
DB00422	DB00710
DB00842	DB00433
DB00246	DB00967
DB01223	DB00841
DB00819	DB00181
DB00213	DB01589
DB00213	DB00545
DB00884	DB01194
DB00281	DB00904
DB01001	DB00370
DB00484	DB01115
DB01001	DB00350
DB00678	DB00457
DB00808	DB00641
DB00972	DB00448
DB01050	DB00884
DB00555	DB00745
DB00761	DB00990
DB00252	DB01101
DB00422	DB00727
DB00484	DB00669
DB01198	DB00967
DB13919	DB00341
DB00423	DB00289
DB01149	DB00425
DB01149	DB01198
DB00381	DB00784
DB00746	DB00476
DB00182	DB00973
DB00656	DB00967
DB00381	DB00231
DB00404	DB00395
DB00482	DB00461
DB01193	DB00734
DB00564	DB00262
DB00264	DB01220
DB00564	DB00395
DB13919	DB00598
DB00776	DB00966
DB01136	DB00196
DB00555	DB00461
DB00277	DB00533
DB00477	DB00904
DB00477	DB00338
DB00282	DB00897
DB01097	DB00727
DB00213	DB00691
DB00752	DB00246
DB00861	DB00186
DB00656	DB00897
DB00458	DB00399
DB00423	DB01233
DB00916	DB00412
DB00331	DB00457
DB00975	DB00967
DB00321	DB01033
DB01215	DB00761
DB00745	DB01149
DB00555	DB00806
DB00818	DB01198
DB00489	DB01162
DB00630	DB01268
DB00975	DB00331
DB00559	DB00550
DB01039	DB00619
DB01156	DB00564
DB00481	DB01020
DB13919	DB00776
DB00250	DB00264
DB00250	DB00524
DB00250	DB00916
DB00829	DB00398
DB00575	DB00196
DB01067	DB00281
DB01067	DB01050
DB00484	DB00433
DB00808	DB00489
DB00537	DB00976
DB00924	DB01039
DB01069	DB00884
DB00727	DB00412
DB00481	DB00285
DB00313	DB00419
DB00557	DB01115
DB00794	DB00641
DB01224	DB00918
DB00250	DB01023
DB00482	DB00763
DB01291	DB01129
DB00250	DB01039
DB00533	DB01101
DB01069	DB00918
DB00370	DB01101
DB01182	DB01020
DB00829	DB01029
DB00798	DB00916
DB00798	DB00264
DB01067	DB00422
DB00244	DB00897
DB00381	DB00395
DB00727	DB01020
DB00537	DB00214
DB00475	DB00285
DB00338	DB01224
DB13919	DB00398
DB01156	DB00975
DB00641	DB00480
DB00524	DB00214
DB00448	DB00724
DB00829	DB01233
DB00909	DB00973
DB01233	DB01320
DB00540	DB00991
DB00540	DB00842
DB00338	DB01291
DB01165	DB00656
DB01005	DB00422
DB00924	DB00544
DB00277	DB00945
DB01115	DB00338
DB00557	DB00794
DB02530	DB00798
DB00661	DB00580
DB01016	DB00476
DB00268	DB01020
DB01016	DB01132
DB00829	DB01050
DB01129	DB00287
DB00915	DB00502
DB00672	DB00338
DB00950	DB00191
DB00999	DB00458
DB00813	DB00422
DB00806	DB00480
DB00215	DB01016
DB00590	DB01198
DB00590	DB00425
DB01050	DB00580
DB00537	DB01067
DB00695	DB00559
DB00537	DB00222
DB00697	DB01020
DB01110	DB00533
DB00338	DB00697
DB00950	DB00476
DB00808	DB01097
DB01001	DB00222
DB00401	DB00966
DB01023	DB00214
DB00661	DB00734
DB00661	DB00953
DB00458	DB00991
DB00412	DB00973
DB00794	DB00204
DB00945	DB00376
DB00222	DB00820
DB00455	DB06700
DB00297	DB00927
DB00331	DB00300
DB00540	DB00425
DB01068	DB00544
DB01068	DB00472
DB00404	DB01589
DB00590	DB00967
DB00621	DB00973
DB01129	DB00897
DB00927	DB00398
DB00630	DB00612
DB01043	DB00540
DB00999	DB00990
DB00341	DB01149
DB00208	DB00897
DB00544	DB00842
DB00404	DB00983
DB00904	DB01224
DB00316	DB00726
DB01062	DB00806
DB00335	DB00268
DB00950	DB00287
DB00425	DB06700
DB00745	DB00530
DB01115	DB00213
DB00328	DB00423
DB01009	DB00571
DB01009	DB00818
DB00540	DB00191
DB00945	DB00341
DB01001	DB00399
DB00395	DB00549
DB00697	DB00285
DB00395	DB00962
DB01009	DB00268
DB00458	DB01041
DB00843	DB01241
DB00843	DB00798
DB00564	DB01238
DB00695	DB01224
DB00630	DB01241
DB00630	DB00798
DB00695	DB00246
DB00270	DB00268
DB00404	DB00962
DB01068	DB00863
DB01204	DB00619
DB00222	DB00476
DB01068	DB00481
DB01136	DB00208
DB00564	DB01204
DB00950	DB00545
DB00950	DB01589
DB00313	DB00619
DB00598	DB01224
DB00571	DB01224
DB01242	DB00761
DB00996	DB00973
DB00950	DB00745
DB00252	DB00458
DB00181	DB00341
DB00285	DB00967
DB00252	DB01181
DB00630	DB00480
DB01136	DB00746
DB00557	DB00287
DB01069	DB00559
DB00678	DB00433
DB00678	DB01032
DB00813	DB00196
DB01023	DB00734
DB00897	DB01020
DB01611	DB00455
DB01611	DB00186
DB00196	DB01097
DB00370	DB00440
DB00484	DB00712
DB00244	DB00669
DB00727	DB01088
DB01062	DB01041
DB01217	DB00335
DB00669	DB00549
DB00196	DB00951
DB00927	DB00401
DB00297	DB00863
DB00996	DB00350
DB01156	DB01128
DB00915	DB00268
DB00915	DB00533
DB00335	DB00481
DB00196	DB00231
DB00341	DB01591
DB00313	DB00909
DB00313	DB00425
DB00277	DB00669
DB00951	DB01097
DB01001	DB00661
DB01029	DB09026
DB00695	DB00820
DB00264	DB00401
DB00264	DB00393
DB01132	DB00918
DB00321	DB00727
DB00264	DB00991
DB01595	DB00656
DB00619	DB00967
DB00425	DB00317
DB00313	DB00371
DB00829	DB00973
DB00924	DB01268
DB00313	DB00544
DB00313	DB00472
DB00661	DB00641
DB01132	DB00905
DB00950	DB01101
DB00213	DB00570
DB00590	DB00656
DB00575	DB00461
DB00564	DB01215
DB01105	DB00909
DB00537	DB00281
DB00537	DB01050
DB01067	DB00448
DB00808	DB00399
DB00761	DB00976
DB00749	DB00448
DB00310	DB01023
DB01198	DB00976
DB00993	DB01068
DB00533	DB00918
DB00656	DB00910
DB01043	DB00863
DB00945	DB00211
DB01043	DB00481
DB00853	DB00399
DB00350	DB00973
DB00537	DB00818
DB00537	DB00571
DB01068	DB00204
DB00335	DB01136
DB00499	DB00695
DB00481	DB00641
DB00887	DB00454
DB00395	DB01611
DB00880	DB00904
DB00880	DB00338
DB01023	DB01043
DB00395	DB00557
DB01023	DB00555
DB00472	DB00863
DB00196	DB01591
DB01097	DB01165
DB01029	DB00285
DB01016	DB00967
DB00537	DB00268
DB00537	DB00533
DB00404	DB01611
DB00950	DB01020
DB00404	DB01005
DB00404	DB00557
DB01241	DB00338
DB00213	DB00905
DB00395	DB00472
DB01115	DB00619
DB01162	DB00476
DB00316	DB01105
DB00404	DB00472
DB00338	DB01105
DB00455	DB00461
DB00481	DB01591
DB00201	DB00798
DB00341	DB06700
DB00231	DB00530
DB00262	DB00761
DB01023	DB00268
DB01006	DB00973
DB00252	DB00531
DB00215	DB00990
DB00313	DB00300
DB00448	DB00208
DB00540	DB00938
DB00612	DB00370
DB00945	DB00916
DB00945	DB00544
DB00945	DB00379
DB00746	DB00695
DB00975	DB00734
DB00557	DB01173
DB00575	DB00973
DB00196	DB00737
DB01023	DB00761
DB01198	DB01254
DB01132	DB00214
DB00996	DB00222
DB00215	DB00393
DB01193	DB00412
DB00215	DB00401
DB00678	DB00289
DB00501	DB00678
DB00422	DB00338
DB00482	DB00983
DB00270	DB00331
DB00186	DB00231
DB00186	DB00853
DB00501	DB01589
DB00571	DB00734
DB00339	DB00196
DB00571	DB00953
DB00690	DB00338
DB00379	DB00727
DB00341	DB00412
DB00887	DB00669
DB00341	DB00216
DB00341	DB00998
DB00262	DB00448
DB00482	DB00761
DB00404	DB00335
DB00808	DB01165
DB00196	DB00962
DB00186	DB00952
DB00404	DB00945
DB00996	DB00285
DB00282	DB00863
DB01001	DB00590
DB01001	DB00843
DB00316	DB00861
DB00969	DB00537
DB00950	DB00317
DB00986	DB00281
DB01001	DB00612
DB00316	DB01194
DB01241	DB00761
DB00843	DB00208
DB01136	DB01241
DB00339	DB00316
DB00630	DB00341
DB00695	DB00897
DB00423	DB01162
DB00695	DB00533
DB01068	DB01268
DB01156	DB01029
DB00544	DB00761
DB00843	DB00641
DB00887	DB00794
DB00695	DB00268
DB00950	DB01097
DB00972	DB00285
DB00969	DB00472
DB01077	DB01233
DB00695	DB01173
DB00213	DB00884
DB00661	DB00524
DB00661	DB00916
DB00350	DB00884
DB00661	DB00379
DB00975	DB00884
DB00571	DB00323
DB01198	DB00300
DB00186	DB00208
DB00861	DB00472
DB00927	DB00905
DB00630	DB01062
DB00861	DB01611
DB00531	DB00746
DB00350	DB00904
DB01029	DB00289
DB00448	DB00480
DB00734	DB00910
DB00196	DB01129
DB00915	DB00412
DB00215	DB01132
DB00215	DB00960
DB00808	DB00370
DB00252	DB00328
DB00196	DB00669
DB00338	DB00752
DB00975	DB00213
DB00975	DB00282
DB00564	DB00461
DB00904	DB00571
DB00927	DB00222
DB00813	DB00976
DB00481	DB00962
DB00481	DB00549
DB00927	DB01067
DB00842	DB00726
DB01001	DB00300
DB00321	DB00734
DB00475	DB00813
DB00813	DB00204
DB00181	DB00395
DB00475	DB00950
DB00313	DB01033
DB00727	DB01069
DB00813	DB00244
DB01097	DB00533
DB00749	DB01591
DB00564	DB01242
DB00564	DB01068
DB00564	DB00575
DB00557	DB00191
DB01067	DB00285
DB00313	DB00455
DB01136	DB01110
DB00222	DB00502
DB00924	DB00678
DB01136	DB00555
DB00231	DB01591
DB13919	DB00884
DB00590	DB00950
DB00338	DB00457
DB00313	DB01016
DB00887	DB00285
DB00590	DB00813
DB00531	DB00544
DB01149	DB00656
DB00264	DB00918
DB00996	DB00524
DB02530	DB00531
DB00328	DB00966
DB00952	DB00433
DB00734	DB00619
DB00557	DB01041
DB00422	DB00967
DB01009	DB01062
DB01291	DB00580
DB00564	DB00695
DB00590	DB01165
DB00482	DB01591
DB01193	DB01165
DB00454	DB00425
DB00425	DB00947
DB00887	DB00502
DB01068	DB01238
DB01129	DB01101
DB00661	DB00691
DB00966	DB06700
DB02530	DB00196
DB01039	DB00909
DB00749	DB00690
DB00749	DB00712
DB00749	DB00499
DB01026	DB00186
DB00621	DB01117
DB01039	DB00794
DB00678	DB00947
DB01217	DB00433
DB00575	DB00557
DB00186	DB00905
DB01067	DB01233
DB00575	DB01611
DB00575	DB01005
DB00455	DB01268
DB00461	DB00820
DB01156	DB00540
DB01156	DB09389
DB13919	DB00916
DB00231	DB00853
DB00341	DB00423
DB00537	DB01009
DB01026	DB00285
DB00537	DB01026
DB00264	DB00973
DB01039	DB00401
DB00829	DB00208
DB01069	DB00938
DB00927	DB00967
DB00455	DB00683
DB01029	DB00423
DB00695	DB01005
DB00630	DB00962
DB00993	DB00244
DB00533	DB00231
DB00806	DB00710
DB00222	DB00761
DB01198	DB00966
DB00884	DB00853
DB00590	DB00502
DB00999	DB01033
DB00737	DB00398
DB00950	DB00724
DB00455	DB00884
DB01050	DB00289
DB00695	DB00962
DB00695	DB00549
DB00999	DB00433
DB00999	DB01032
DB00808	DB00776
DB01050	DB00454
DB00695	DB01149
DB01009	DB00669
DB01233	DB00641
DB01115	DB00425
DB01115	DB01198
DB01128	DB00222
DB00641	DB00659
DB00196	DB00213
DB01188	DB01097
DB01165	DB00289
DB01204	DB01041
DB00448	DB00991
DB00448	DB00211
DB00448	DB00683
DB13919	DB00976
DB00196	DB01117
DB00540	DB01062
DB00927	DB00204
DB00537	DB00843
DB00489	DB00966
DB00761	DB00820
DB00215	DB00853
DB01001	DB00448
DB00341	DB00953
DB00341	DB00734
DB00734	DB00289
DB00598	DB00863
DB00213	DB00231
DB00897	DB01198
DB00502	DB00425
DB00502	DB00818
DB00281	DB00910
DB00196	DB00809
DB00282	DB00425
DB00350	DB00214
DB00850	DB00776
DB00819	DB00502
DB00412	DB00559
DB00196	DB00264
DB00196	DB00524
DB00196	DB00916
DB00328	DB00678
DB01069	DB00530
DB01242	DB00422
DB00482	DB01088
DB00482	DB01115
DB01050	DB01204
DB01059	DB00398
DB01097	DB00412
DB00215	DB00727
DB01068	DB00952
DB01068	DB01149
DB01129	DB00476
DB00993	DB00231
DB00381	DB01129
DB01001	DB01595
DB01132	DB01268
DB00690	DB00571
DB00313	DB00842
DB00887	DB00268
DB00313	DB00991
DB01136	DB00341
DB00598	DB00973
DB00993	DB00727
DB01006	DB00425
DB00524	DB00594
DB00904	DB00549
DB00661	DB00776
DB01069	DB00300
DB00216	DB00580
DB13919	DB00285
DB01068	DB01041
DB00950	DB00967
DB01193	DB00806
DB01136	DB01062
DB00270	DB00938
DB00950	DB00996
DB00950	DB00695
DB00999	DB00440
DB00543	DB01242
DB00999	DB00376
DB00752	DB01238
DB00222	DB00999
DB01115	DB00317
DB00499	DB00399
DB01001	DB00317
DB00630	DB01254
DB00350	DB00481
DB00975	DB01029
DB00350	DB00863
DB01128	DB00331
DB00924	DB01062
DB01039	DB01105
DB00252	DB01115
DB00250	DB00695
DB00250	DB00996
DB00557	DB00422
DB00252	DB00341
DB00531	DB00966
DB01224	DB00214
DB00252	DB00975
DB01069	DB00691
DB01039	DB00282
DB00338	DB01198
DB00338	DB00909
DB01039	DB00213
DB00484	DB00448
DB01016	DB00540
DB09389	DB00776
DB01067	DB01115
DB00448	DB00399
DB01039	DB01165
DB00575	DB01069
DB00975	DB01132
DB01149	DB00727
DB00564	DB00213
DB00281	DB01591
DB00246	DB01267
DB01069	DB00966
DB00938	DB00897
DB00829	DB00458
DB00455	DB01020
DB00813	DB00808
DB01069	DB00246
DB00818	DB00440
DB00475	DB00863
DB01217	DB00761
DB00335	DB00727
DB00557	DB01062
DB00804	DB01165
DB00264	DB00734
DB00482	DB00476
DB01595	DB00571
DB01156	DB01591
DB01217	DB00186
DB00829	DB00489
DB00804	DB01062
DB00450	DB00863
DB00993	DB01233
DB00641	DB00763
DB00590	DB00379
DB00590	DB00916
DB00590	DB00524
DB00590	DB00264
DB01215	DB00425
DB00580	DB00976
DB00461	DB01238
DB00916	DB00268
DB00916	DB00533
DB00448	DB01224
DB00281	DB01033
DB00916	DB00571
DB01001	DB00243
DB00231	DB00549
DB00186	DB01088
DB00264	DB00710
DB00381	DB00798
DB00264	DB00246
DB00381	DB01173
DB00422	DB01233
DB00331	DB00580
DB01039	DB00938
DB00897	DB01238
DB00412	DB00763
DB00321	DB00945
DB00537	DB00213
DB00537	DB00282
DB01019	DB00695
DB00999	DB00737
DB00297	DB00641
DB00252	DB00631
DB00540	DB00559
DB00297	DB00829
DB00335	DB00813
DB01068	DB00749
DB00395	DB00433
DB00850	DB00863
DB00850	DB00481
DB00829	DB00752
DB00829	DB00656
DB01233	DB01062
DB00537	DB00489
DB00328	DB01062
DB00404	DB00433
DB00904	DB00897
DB00404	DB01032
DB00316	DB01016
DB00695	DB00996
DB00916	DB00370
DB00316	DB00395
DB00476	DB01268
DB00316	DB00262
DB00458	DB00737
DB01069	DB00216
DB00695	DB00761
DB00423	DB00282
DB00813	DB00967
DB01151	DB00533
DB01023	DB01233
DB00316	DB01124
DB00404	DB13919
DB01068	DB00250
DB01224	DB00820
DB00953	DB00697
DB00186	DB00422
DB00966	DB00580
DB00945	DB09389
DB01217	DB00710
DB00484	DB01043
DB00950	DB00289
DB01217	DB00813
DB00571	DB00659
DB00313	DB01591
DB00213	DB00457
DB00270	DB00571
DB00395	DB00282
DB01041	DB00317
DB00482	DB00182
DB00678	DB01149
DB00335	DB00285
DB00678	DB00545
DB00381	DB00763
DB00950	DB00656
DB09389	DB00476
DB00501	DB00924
DB00630	DB00683
DB01233	DB00966
DB00313	DB00204
DB01224	DB01041
DB00404	DB00282
DB13919	DB00213
DB00404	DB00213
DB13919	DB00282
DB00712	DB00863
DB00555	DB00524
DB01193	DB01062
DB01132	DB00580
DB01156	DB00820
DB13919	DB00953
DB00555	DB00331
DB00993	DB00559
DB01001	DB00376
DB00661	DB00924
DB00316	DB00990
DB00945	DB01041
DB00661	DB00983
DB01156	DB00724
DB00395	DB00250
DB00924	DB00448
DB01165	DB00710
DB00945	DB00820
DB00734	DB00412
DB00734	DB01041
DB00761	DB00631
DB02530	DB00213
DB00661	DB00545
DB00749	DB00461
DB00477	DB00186
DB00813	DB00555
DB01217	DB00282
DB01068	DB01062
DB00813	DB00268
DB00341	DB01162
DB00813	DB00533
DB00950	DB00842
DB01115	DB00580
DB00250	DB00186
DB00250	DB00455
DB00630	DB00321
DB00630	DB00381
DB00927	DB01012
DB00425	DB01268
DB00575	DB01041
DB00951	DB00246
DB00915	DB01132
DB00986	DB00904
